"iter","m","uniform_cluster_size","seed"
105,30,200,565660
106,30,200,794721
107,30,200,680165
108,30,200,564851
109,30,200,496721
110,30,200,277011
111,30,200,121089
112,30,200,841305
113,30,200,152772
114,30,200,700297
115,30,200,949990
116,30,200,60656
117,30,200,692173
118,30,200,758314
119,30,200,640584
120,30,200,147627
121,30,200,775643
122,30,200,33391
123,30,200,722367
124,30,200,796721
125,30,200,167905
126,30,200,41271
127,30,200,157144
128,30,200,167924
129,30,200,992414
130,30,200,429627
131,30,200,10883
132,30,200,344166
133,30,200,7216
134,30,200,724386
135,30,200,257923
136,30,200,910117
137,30,200,630038
138,30,200,921195
139,30,200,501154
140,30,200,77034
141,30,200,405680
142,30,200,47079
143,30,200,693335
144,30,200,288324
145,30,200,396853
146,30,200,816003
147,30,200,355921
148,30,200,98272
149,30,200,948775
150,30,200,617199
151,30,200,476209
152,30,200,127801
153,30,200,246899
154,30,200,596146
155,30,200,747593
156,30,200,497914
157,30,200,249359
158,30,200,230664
159,30,200,967630
160,30,200,127098
161,30,200,399778
162,30,200,743889
163,30,200,924346
164,30,200,489554
165,30,200,819538
166,30,200,146055
167,30,200,27613
168,30,200,287898
169,30,200,262333
170,30,200,646650
171,30,200,890803
172,30,200,782680
173,30,200,465360
174,30,200,655737
175,30,200,186967
176,30,200,384650
177,30,200,469936
178,30,200,47488
179,30,200,425579
180,30,200,390069
181,30,200,675688
182,30,200,919918
183,30,200,118708
184,30,200,359944
185,30,200,96828
186,30,200,101502
187,30,200,763252
188,30,200,875626
189,30,200,776696
190,30,200,357508
191,30,200,4479
192,30,200,310152
193,30,200,216486
194,30,200,641273
195,30,200,893222
196,30,200,96631
197,30,200,739908
198,30,200,569385
199,30,200,286144
200,30,200,75681
201,30,200,503067
202,30,200,198317
203,30,200,345781
204,30,200,509592
205,30,200,132112
206,30,200,837564
207,30,200,851145
208,30,200,651488
209,30,200,389175
210,30,200,449173
211,30,200,606187
212,30,200,176657
213,30,200,804407
214,30,200,350115
215,30,200,358474
216,30,200,246459
217,30,200,445995
218,30,200,785862
219,30,200,599140
220,30,200,515431
221,30,200,346707
222,30,200,721819
223,30,200,293903
224,30,200,674716
225,30,200,66689
226,30,200,475890
227,30,200,839988
228,30,200,267646
229,30,200,878903
230,30,200,243794
231,30,200,10309
232,30,200,415929
233,30,200,345750
234,30,200,498282
235,30,200,757283
236,30,200,727432
237,30,200,871116
238,30,200,389106
239,30,200,460119
240,30,200,114459
241,30,200,931580
242,30,200,752640
243,30,200,215219
244,30,200,790458
245,30,200,744719
246,30,200,675552
247,30,200,568181
248,30,200,637829
249,30,200,198264
250,30,200,903379
251,30,200,72335
252,30,200,294657
253,30,200,914337
254,30,200,714454
255,30,200,300688
256,30,200,996783
257,30,200,416967
258,30,200,799981
259,30,200,468844
260,30,200,461259
261,30,200,714971
262,30,200,674967
263,30,200,149727
264,30,200,514294
265,30,200,437260
266,30,200,813081
267,30,200,154170
268,30,200,573204
269,30,200,314993
270,30,200,257560
271,30,200,436730
272,30,200,648476
273,30,200,693484
274,30,200,369519
275,30,200,177933
276,30,200,388852
277,30,200,932388
278,30,200,333108
279,30,200,579942
280,30,200,266761
281,30,200,541161
282,30,200,861910
283,30,200,822147
284,30,200,420737
285,30,200,260897
286,30,200,798387
287,30,200,198106
288,30,200,235413
289,30,200,828433
290,30,200,373813
291,30,200,795869
292,30,200,430817
293,30,200,323901
294,30,200,686171
295,30,200,546858
296,30,200,604475
297,30,200,826154
298,30,200,766892
299,30,200,539187
300,30,200,14383
301,30,200,157677
302,30,200,899353
303,30,200,389486
304,30,200,773020
305,30,200,397060
306,30,200,824521
307,30,200,402207
308,30,200,650902
309,30,200,542840
310,30,200,294437
311,30,200,783364
312,30,200,133050
313,30,200,335428
314,30,200,244145
315,30,200,871399
316,30,200,326534
317,30,200,353899
318,30,200,577731
319,30,200,411704
320,30,200,691937
321,30,200,667744
322,30,200,429875
323,30,200,456762
324,30,200,775834
325,30,200,37489
326,30,200,510900
327,30,200,532156
328,30,200,987315
329,30,200,586948
330,30,200,235757
331,30,200,222409
332,30,200,338617
333,30,200,534401
334,30,200,434109
335,30,200,629296
336,30,200,313103
337,30,200,674802
338,30,200,290156
339,30,200,261217
340,30,200,932863
341,30,200,167432
342,30,200,6832
343,30,200,679429
344,30,200,71207
345,30,200,763720
346,30,200,65240
347,30,200,789208
348,30,200,198158
349,30,200,251031
350,30,200,291124
351,30,200,9597
352,30,200,65423
353,30,200,345816
354,30,200,570999
355,30,200,625204
356,30,200,348305
357,30,200,948202
358,30,200,717318
359,30,200,207325
360,30,200,520911
361,30,200,737307
362,30,200,306342
363,30,200,480719
364,30,200,166690
365,30,200,702612
366,30,200,996918
367,30,200,788366
368,30,200,975048
369,30,200,147851
370,30,200,940543
371,30,200,766170
372,30,200,769984
373,30,200,565026
374,30,200,675959
375,30,200,376715
376,30,200,822775
377,30,200,846893
378,30,200,370355
379,30,200,666339
380,30,200,394653
381,30,200,584493
382,30,200,782804
383,30,200,948039
384,30,200,622604
385,30,200,473375
386,30,200,462091
387,30,200,392736
388,30,200,928936
389,30,200,546587
390,30,200,70264
391,30,200,709526
392,30,200,848266
393,30,200,786074
394,30,200,950072
395,30,200,24044
396,30,200,726215
397,30,200,762410
398,30,200,346695
399,30,200,134236
400,30,200,414440
401,30,200,784736
402,30,200,573274
403,30,200,299387
404,30,200,945780
405,30,200,853582
406,30,200,662071
407,30,200,268468
408,30,200,232400
409,30,200,722815
410,30,200,249096
411,30,200,680334
412,30,200,309819
413,30,200,559730
414,30,200,180092
415,30,200,844461
416,30,200,242138
417,30,200,600399
418,30,200,302520
419,30,200,158429
420,30,200,776082
421,30,200,569603
422,30,200,383833
423,30,200,825739
424,30,200,286644
425,30,200,308056
426,30,200,882266
427,30,200,28657
428,30,200,291665
429,30,200,924637
430,30,200,839191
431,30,200,463170
432,30,200,804927
433,30,200,185251
434,30,200,316646
435,30,200,259334
436,30,200,919865
437,30,200,290282
438,30,200,411115
439,30,200,936138
440,30,200,187840
441,30,200,710876
442,30,200,667911
443,30,200,902221
444,30,200,191998
445,30,200,266508
446,30,200,924609
447,30,200,843848
448,30,200,739311
449,30,200,187549
450,30,200,608988
451,30,200,916858
452,30,200,429510
453,30,200,536729
454,30,200,842395
455,30,200,927977
456,30,200,314173
457,30,200,525532
458,30,200,671543
459,30,200,420379
460,30,200,55951
461,30,200,205065
462,30,200,789616
463,30,200,207872
464,30,200,777654
465,30,200,487586
466,30,200,113242
467,30,200,342927
468,30,200,467093
469,30,200,2053
470,30,200,240636
471,30,200,784371
472,30,200,214677
473,30,200,325315
474,30,200,29786
475,30,200,734367
476,30,200,486257
477,30,200,12852
478,30,200,811697
479,30,200,591695
480,30,200,20103
481,30,200,383675
482,30,200,69554
483,30,200,67219
484,30,200,743419
485,30,200,213823
486,30,200,902135
487,30,200,410931
488,30,200,545638
489,30,200,181901
490,30,200,267005
491,30,200,189482
492,30,200,191703
493,30,200,809769
494,30,200,302923
495,30,200,130503
496,30,200,131429
497,30,200,6149
498,30,200,144065
499,30,200,182556
500,30,200,841339
501,30,200,700642
502,30,200,236494
503,30,200,736410
504,30,200,812599
505,30,200,435480
506,30,200,249045
507,30,200,740342
508,30,200,869263
509,30,200,688101
510,30,200,799654
511,30,200,952315
512,30,200,930043
513,30,200,156228
514,30,200,382236
515,30,200,765101
516,30,200,773366
517,30,200,84453
518,30,200,792673
519,30,200,258910
520,30,200,560364
521,30,200,82154
522,30,200,553293
523,30,200,271236
524,30,200,562232
525,30,200,973566
526,30,200,200266
527,30,200,901025
528,30,200,919879
529,30,200,160770
530,30,200,596185
531,30,200,873796
532,30,200,98180
533,30,200,226874
534,30,200,283502
535,30,200,3286
536,30,200,31123
537,30,200,601901
538,30,200,708649
539,30,200,158019
540,30,200,986331
541,30,200,259884
542,30,200,866170
543,30,200,836571
544,30,200,983049
545,30,200,743066
546,30,200,830386
547,30,200,879068
548,30,200,808383
549,30,200,47984
550,30,200,611775
551,30,200,327096
552,30,200,623950
553,30,200,809224
554,30,200,305339
555,30,200,42974
556,30,200,175539
557,30,200,416582
558,30,200,821270
559,30,200,139484
560,30,200,556598
561,30,200,66215
562,30,200,414951
563,30,200,297628
564,30,200,659512
565,30,200,64318
566,30,200,109067
567,30,200,139516
568,30,200,812794
569,30,200,673625
570,30,200,380471
571,30,200,125811
572,30,200,357528
573,30,200,573434
574,30,200,40296
575,30,200,286402
576,30,200,129631
577,30,200,913350
578,30,200,745652
579,30,200,215783
580,30,200,109750
581,30,200,698317
582,30,200,644042
583,30,200,261947
584,30,200,622912
585,30,200,581242
586,30,200,39639
587,30,200,673473
588,30,200,631658
589,30,200,637066
590,30,200,213806
591,30,200,404192
592,30,200,764433
593,30,200,207985
594,30,200,553109
595,30,200,608677
596,30,200,27983
597,30,200,578670
598,30,200,415944
599,30,200,32741
600,30,200,448037
601,30,200,466746
602,30,200,606397
603,30,200,256717
604,30,200,951472
605,30,200,858589
606,30,200,244724
607,30,200,67413
608,30,200,724054
609,30,200,188426
610,30,200,140002
611,30,200,617701
612,30,200,185874
613,30,200,176823
614,30,200,29587
615,30,200,505411
616,30,200,237895
617,30,200,293802
618,30,200,612312
619,30,200,630052
620,30,200,236144
621,30,200,445627
622,30,200,409629
623,30,200,555618
624,30,200,502363
625,30,200,309915
626,30,200,271891
627,30,200,777041
628,30,200,982279
629,30,200,739537
630,30,200,915530
631,30,200,70415
632,30,200,501491
633,30,200,809000
634,30,200,753099
635,30,200,507486
636,30,200,755648
637,30,200,786228
638,30,200,344518
639,30,200,907884
640,30,200,556718
641,30,200,953697
642,30,200,20305
643,30,200,218479
644,30,200,219000
645,30,200,963979
646,30,200,492067
647,30,200,901722
648,30,200,769215
649,30,200,861975
650,30,200,255619
651,30,200,777259
652,30,200,836058
653,30,200,340299
654,30,200,778185
655,30,200,744853
656,30,200,254108
657,30,200,997932
658,30,200,396046
659,30,200,258659
660,30,200,724528
661,30,200,922053
662,30,200,710586
663,30,200,430749
664,30,200,345506
665,30,200,701024
666,30,200,954993
667,30,200,26876
668,30,200,548483
669,30,200,167669
670,30,200,111947
671,30,200,556748
672,30,200,170291
673,30,200,416077
674,30,200,685208
675,30,200,589581
676,30,200,491813
677,30,200,662648
678,30,200,462990
679,30,200,643056
680,30,200,785340
681,30,200,622245
682,30,200,565015
683,30,200,484828
684,30,200,278244
685,30,200,10811
686,30,200,790169
687,30,200,372612
688,30,200,963887
689,30,200,246663
690,30,200,338119
691,30,200,509627
692,30,200,762900
693,30,200,712557
694,30,200,446620
695,30,200,248407
696,30,200,521615
697,30,200,748452
698,30,200,881777
699,30,200,227471
700,30,200,937553
701,30,200,106520
702,30,200,803941
703,30,200,552640
704,30,200,821750
705,30,200,703447
706,30,200,133762
707,30,200,569692
708,30,200,22852
709,30,200,699578
710,30,200,312223
711,30,200,772101
712,30,200,909211
713,30,200,535329
714,30,200,465376
715,30,200,137166
716,30,200,771256
717,30,200,639096
718,30,200,945218
719,30,200,779419
720,30,200,363612
721,30,200,31048
722,30,200,818250
723,30,200,623558
724,30,200,578521
725,30,200,852563
726,30,200,452167
727,30,200,990095
728,30,200,194714
729,30,200,983284
730,30,200,264463
731,30,200,3983
732,30,200,208600
733,30,200,897514
734,30,200,305981
735,30,200,234526
736,30,200,47329
737,30,200,631747
738,30,200,133254
739,30,200,239887
740,30,200,874643
741,30,200,617782
742,30,200,565887
743,30,200,975295
744,30,200,312804
745,30,200,273567
746,30,200,409368
747,30,200,410166
748,30,200,559056
749,30,200,874940
750,30,200,41986
751,30,200,80657
752,30,200,295225
753,30,200,172231
754,30,200,882927
755,30,200,20915
756,30,200,447875
757,30,200,367723
758,30,200,178973
759,30,200,784953
760,30,200,870550
761,30,200,173114
762,30,200,646366
763,30,200,243125
764,30,200,664528
765,30,200,270379
766,30,200,824524
767,30,200,950017
768,30,200,737655
769,30,200,948601
770,30,200,713600
771,30,200,462584
772,30,200,255756
773,30,200,55625
774,30,200,989067
775,30,200,884678
776,30,200,542638
777,30,200,619182
778,30,200,424156
779,30,200,16173
780,30,200,22973
781,30,200,582013
782,30,200,450523
783,30,200,856422
784,30,200,763927
785,30,200,124361
786,30,200,312947
787,30,200,69727
788,30,200,952290
789,30,200,91759
790,30,200,185062
791,30,200,88721
792,30,200,560419
793,30,200,560222
794,30,200,850456
795,30,200,746797
796,30,200,346023
797,30,200,844097
798,30,200,914578
799,30,200,460375
800,30,200,50149
801,30,200,188732
802,30,200,917672
803,30,200,828935
804,30,200,277950
805,30,200,593087
806,30,200,386486
807,30,200,527157
808,30,200,4514
809,30,200,672620
810,30,200,86783
811,30,200,694139
812,30,200,356910
813,30,200,869435
814,30,200,403661
815,30,200,176082
816,30,200,975848
817,30,200,561072
818,30,200,468984
819,30,200,827763
820,30,200,2668
821,30,200,65956
822,30,200,238030
823,30,200,65275
824,30,200,32920
825,30,200,999534
826,30,200,547486
827,30,200,48560
828,30,200,708156
829,30,200,94086
830,30,200,228736
831,30,200,637764
832,30,200,923754
833,30,200,881756
834,30,200,838325
835,30,200,855191
836,30,200,443654
837,30,200,934851
838,30,200,673445
839,30,200,942480
840,30,200,836641
841,30,200,958412
842,30,200,569082
843,30,200,242419
844,30,200,284863
845,30,200,115203
846,30,200,184195
847,30,200,575312
848,30,200,497015
849,30,200,987806
850,30,200,4893
851,30,200,312505
852,30,200,26016
853,30,200,608789
854,30,200,430524
855,30,200,904508
856,30,200,96208
857,30,200,808991
858,30,200,858596
859,30,200,231730
860,30,200,287347
861,30,200,864225
862,30,200,876828
863,30,200,687287
864,30,200,484868
865,30,200,52173
866,30,200,647547
867,30,200,257072
868,30,200,356525
869,30,200,837607
870,30,200,416092
871,30,200,39438
872,30,200,78950
873,30,200,328185
874,30,200,527259
875,30,200,814779
876,30,200,681973
877,30,200,887537
878,30,200,275139
879,30,200,474476
880,30,200,889086
881,30,200,48317
882,30,200,797346
883,30,200,709343
884,30,200,546106
885,30,200,47295
886,30,200,389013
887,30,200,907166
888,30,200,817749
889,30,200,337256
890,30,200,635368
891,30,200,880200
892,30,200,203372
893,30,200,672386
894,30,200,367429
895,30,200,755174
896,30,200,663681
897,30,200,512479
898,30,200,439316
899,30,200,847916
900,30,200,570998
901,30,200,848481
902,30,200,340021
903,30,200,79478
904,30,200,789252
905,30,200,398158
906,30,200,567507
907,30,200,360370
908,30,200,280242
909,30,200,369692
910,30,200,52705
911,30,200,922648
912,30,200,126236
913,30,200,998540
914,30,200,358225
915,30,200,448940
916,30,200,496336
917,30,200,228108
918,30,200,544345
919,30,200,358734
920,30,200,310080
921,30,200,355772
922,30,200,442946
923,30,200,500933
924,30,200,979238
925,30,200,878491
926,30,200,589441
927,30,200,289396
928,30,200,832751
929,30,200,715301
930,30,200,466894
931,30,200,123441
932,30,200,540829
933,30,200,894871
934,30,200,760427
935,30,200,27081
936,30,200,201574
937,30,200,949058
938,30,200,854110
939,30,200,153601
940,30,200,626007
941,30,200,163010
942,30,200,894475
943,30,200,128907
944,30,200,85970
945,30,200,859298
946,30,200,396311
947,30,200,199589
948,30,200,512664
949,30,200,681855
950,30,200,29268
951,30,200,114109
952,30,200,679359
953,30,200,213701
954,30,200,683953
955,30,200,612499
956,30,200,852185
957,30,200,696012
958,30,200,120315
959,30,200,149988
960,30,200,714315
961,30,200,910020
962,30,200,625745
963,30,200,665592
964,30,200,445522
965,30,200,37281
966,30,200,707509
967,30,200,46745
968,30,200,887511
969,30,200,533949
970,30,200,664772
971,30,200,311041
972,30,200,322061
973,30,200,914378
974,30,200,488096
975,30,200,11479
976,30,200,970549
977,30,200,622287
978,30,200,300230
979,30,200,543196
980,30,200,133166
981,30,200,31816
982,30,200,179070
983,30,200,451759
984,30,200,87913
985,30,200,438099
986,30,200,721023
987,30,200,855809
988,30,200,374377
989,30,200,361302
990,30,200,681341
991,30,200,58293
992,30,200,660885
993,30,200,444426
994,30,200,70124
995,30,200,240608
996,30,200,667579
997,30,200,680054
998,30,200,150963
999,30,200,329129
1000,30,200,439018
1,50,200,489600
2,50,200,650268
3,50,200,596081
4,50,200,162826
5,50,200,512810
6,50,200,86396
7,50,200,754465
8,50,200,351906
9,50,200,117712
10,50,200,860809
11,50,200,710295
12,50,200,359289
13,50,200,504195
14,50,200,868946
15,50,200,57417
16,50,200,273615
17,50,200,99833
18,50,200,906106
19,50,200,870404
20,50,200,537766
21,50,200,755219
22,50,200,821095
23,50,200,534611
24,50,200,143600
25,50,200,434366
26,50,200,416333
27,50,200,95853
28,50,200,861701
29,50,200,493057
30,50,200,902645
31,50,200,241493
32,50,200,356418
33,50,200,690251
34,50,200,531720
35,50,200,410152
36,50,200,442145
37,50,200,390119
38,50,200,222531
39,50,200,294136
40,50,200,210941
41,50,200,828039
42,50,200,896646
43,50,200,598821
44,50,200,171315
45,50,200,353443
46,50,200,918302
47,50,200,509464
48,50,200,953492
49,50,200,213141
50,50,200,442079
51,50,200,60899
52,50,200,105347
53,50,200,802680
54,50,200,380869
55,50,200,645586
56,50,200,625544
57,50,200,663120
58,50,200,671010
59,50,200,973533
60,50,200,23046
61,50,200,416897
62,50,200,930425
63,50,200,405251
64,50,200,943350
65,50,200,524493
66,50,200,61588
67,50,200,489224
68,50,200,381074
69,50,200,18707
70,50,200,854109
71,50,200,246972
72,50,200,907992
73,50,200,218927
74,50,200,74763
75,50,200,816514
76,50,200,679468
77,50,200,326392
78,50,200,201778
79,50,200,936965
80,50,200,401231
81,50,200,809279
82,50,200,8107
83,50,200,358858
84,50,200,356323
85,50,200,422785
86,50,200,710749
87,50,200,953414
88,50,200,510837
89,50,200,363916
90,50,200,157700
91,50,200,415980
92,50,200,428285
93,50,200,38139
94,50,200,411251
95,50,200,335209
96,50,200,653306
97,50,200,42977
98,50,200,773099
99,50,200,794418
100,50,200,840503
101,50,200,342752
102,50,200,909381
103,50,200,953466
104,50,200,274350
105,50,200,962322
106,50,200,163221
107,50,200,190236
108,50,200,771375
109,50,200,998298
110,50,200,653839
111,50,200,825382
112,50,200,332088
113,50,200,602401
114,50,200,827175
115,50,200,567240
116,50,200,98708
117,50,200,815399
118,50,200,864313
119,50,200,355847
120,50,200,843152
121,50,200,715943
122,50,200,34370
123,50,200,318728
124,50,200,295422
125,50,200,201849
126,50,200,48400
127,50,200,108325
128,50,200,447022
129,50,200,22299
130,50,200,106477
131,50,200,302169
132,50,200,690541
133,50,200,253033
134,50,200,874983
135,50,200,853265
136,50,200,68873
137,50,200,403371
138,50,200,577246
139,50,200,117390
140,50,200,169343
141,50,200,507508
142,50,200,433438
143,50,200,650799
144,50,200,811108
145,50,200,546697
146,50,200,433284
147,50,200,116086
148,50,200,396224
149,50,200,270946
150,50,200,175018
151,50,200,494677
152,50,200,62194
153,50,200,733087
154,50,200,967885
155,50,200,222239
156,50,200,110826
157,50,200,62080
158,50,200,762629
159,50,200,791267
160,50,200,838455
161,50,200,541969
162,50,200,764959
163,50,200,745651
164,50,200,857947
165,50,200,611437
166,50,200,717528
167,50,200,878520
168,50,200,40467
169,50,200,230460
170,50,200,773350
171,50,200,905975
172,50,200,153361
173,50,200,739001
174,50,200,634986
175,50,200,611885
176,50,200,570969
177,50,200,513932
178,50,200,606830
179,50,200,601168
180,50,200,311377
181,50,200,140905
182,50,200,698986
183,50,200,916781
184,50,200,216517
185,50,200,280930
186,50,200,791749
187,50,200,242820
188,50,200,760219
189,50,200,456822
190,50,200,674088
191,50,200,115850
192,50,200,847531
193,50,200,711177
194,50,200,336138
195,50,200,349937
196,50,200,249187
197,50,200,650800
198,50,200,709111
199,50,200,993453
200,50,200,327027
201,50,200,762012
202,50,200,676936
203,50,200,137302
204,50,200,423490
205,50,200,260978
206,50,200,351401
207,50,200,274254
208,50,200,755803
209,50,200,258893
210,50,200,442657
211,50,200,127898
212,50,200,433218
213,50,200,176760
214,50,200,878175
215,50,200,527177
216,50,200,735653
217,50,200,657991
218,50,200,590004
219,50,200,331415
220,50,200,86538
221,50,200,891706
222,50,200,923339
223,50,200,19769
224,50,200,620658
225,50,200,8030
226,50,200,789629
227,50,200,674180
228,50,200,491901
229,50,200,367239
230,50,200,605852
231,50,200,903345
232,50,200,613853
233,50,200,187313
234,50,200,350202
235,50,200,246463
236,50,200,900221
237,50,200,922368
238,50,200,11347
239,50,200,355513
240,50,200,881481
241,50,200,205778
242,50,200,325104
243,50,200,917594
244,50,200,880352
245,50,200,933447
246,50,200,905868
247,50,200,615437
248,50,200,385614
249,50,200,645926
250,50,200,4708
251,50,200,606711
252,50,200,503421
253,50,200,400940
254,50,200,757776
255,50,200,884498
256,50,200,148843
257,50,200,726752
258,50,200,913116
259,50,200,476380
260,50,200,794668
261,50,200,530662
262,50,200,461256
263,50,200,576689
264,50,200,344558
265,50,200,897921
266,50,200,821186
267,50,200,298564
268,50,200,600215
269,50,200,298189
270,50,200,890475
271,50,200,72509
272,50,200,766575
273,50,200,932694
274,50,200,388145
275,50,200,157513
276,50,200,51186
277,50,200,11343
278,50,200,833084
279,50,200,381061
280,50,200,40252
281,50,200,362841
282,50,200,525900
283,50,200,991648
284,50,200,974243
285,50,200,17706
286,50,200,497517
287,50,200,843468
288,50,200,162633
289,50,200,216318
290,50,200,82166
291,50,200,657683
292,50,200,578299
293,50,200,866012
294,50,200,622924
295,50,200,317381
296,50,200,369528
297,50,200,125330
298,50,200,729420
299,50,200,578748
300,50,200,509733
301,50,200,362225
302,50,200,182806
303,50,200,199287
304,50,200,580264
305,50,200,823084
306,50,200,208349
307,50,200,227180
308,50,200,824143
309,50,200,358070
310,50,200,329016
311,50,200,331387
312,50,200,798636
313,50,200,113149
314,50,200,901617
315,50,200,545837
316,50,200,916724
317,50,200,840905
318,50,200,836364
319,50,200,113524
320,50,200,508526
321,50,200,362936
322,50,200,631521
323,50,200,490602
324,50,200,393942
325,50,200,531103
326,50,200,636354
327,50,200,370081
328,50,200,824767
329,50,200,280783
330,50,200,116485
331,50,200,643344
332,50,200,237136
333,50,200,150061
334,50,200,671333
335,50,200,960787
336,50,200,182166
337,50,200,508282
338,50,200,784452
339,50,200,340612
340,50,200,777450
341,50,200,861014
342,50,200,349787
343,50,200,769753
344,50,200,517496
345,50,200,544556
346,50,200,875592
347,50,200,553706
348,50,200,698348
349,50,200,540563
350,50,200,288284
351,50,200,472543
352,50,200,582715
353,50,200,684030
354,50,200,976240
355,50,200,260593
356,50,200,498120
357,50,200,175660
358,50,200,318242
359,50,200,632315
360,50,200,507597
361,50,200,734189
362,50,200,70541
363,50,200,943399
364,50,200,526318
365,50,200,531909
366,50,200,857426
367,50,200,823609
368,50,200,353879
369,50,200,975461
370,50,200,611076
371,50,200,574631
372,50,200,686545
373,50,200,64955
374,50,200,412524
375,50,200,828493
376,50,200,492521
377,50,200,699754
378,50,200,511585
379,50,200,32949
380,50,200,315115
381,50,200,651733
382,50,200,921086
383,50,200,103991
384,50,200,855351
385,50,200,121534
386,50,200,377325
387,50,200,394057
388,50,200,509199
389,50,200,848393
390,50,200,28352
391,50,200,31859
392,50,200,91234
393,50,200,255348
394,50,200,349328
395,50,200,944438
396,50,200,450396
397,50,200,251935
398,50,200,513440
399,50,200,90545
400,50,200,387138
401,50,200,340152
402,50,200,161777
403,50,200,268525
404,50,200,921560
405,50,200,563663
406,50,200,435991
407,50,200,490647
408,50,200,324112
409,50,200,963176
410,50,200,376285
411,50,200,297369
412,50,200,231204
413,50,200,19538
414,50,200,527842
415,50,200,565802
416,50,200,626462
417,50,200,643431
418,50,200,787723
419,50,200,864672
420,50,200,189087
421,50,200,859019
422,50,200,306297
423,50,200,604481
424,50,200,444421
425,50,200,163854
426,50,200,674993
427,50,200,986474
428,50,200,886720
429,50,200,72542
430,50,200,784977
431,50,200,149934
432,50,200,174482
433,50,200,931889
434,50,200,96748
435,50,200,665766
436,50,200,377122
437,50,200,295714
438,50,200,678295
439,50,200,129651
440,50,200,235
441,50,200,684355
442,50,200,594289
443,50,200,26218
444,50,200,650133
445,50,200,389026
446,50,200,202283
447,50,200,95555
448,50,200,743370
449,50,200,127787
450,50,200,690730
451,50,200,642427
452,50,200,899190
453,50,200,822857
454,50,200,213678
455,50,200,24183
456,50,200,814542
457,50,200,535181
458,50,200,5353
459,50,200,220329
460,50,200,735228
461,50,200,504942
462,50,200,277456
463,50,200,871896
464,50,200,272290
465,50,200,871400
466,50,200,654916
467,50,200,60223
468,50,200,644323
469,50,200,625180
470,50,200,616084
471,50,200,23218
472,50,200,152822
473,50,200,240378
474,50,200,130902
475,50,200,787761
476,50,200,241846
477,50,200,901319
478,50,200,470188
479,50,200,438739
480,50,200,145994
481,50,200,691076
482,50,200,997694
483,50,200,243971
484,50,200,221697
485,50,200,977795
486,50,200,442136
487,50,200,169087
488,50,200,597202
489,50,200,529239
490,50,200,97633
491,50,200,527188
492,50,200,312908
493,50,200,716306
494,50,200,236826
495,50,200,984556
496,50,200,216336
497,50,200,457036
498,50,200,704003
499,50,200,713839
500,50,200,853157
501,50,200,651971
502,50,200,311571
503,50,200,465221
504,50,200,135927
505,50,200,189754
506,50,200,842125
507,50,200,492554
508,50,200,573356
509,50,200,898714
510,50,200,528296
511,50,200,135583
512,50,200,850865
513,50,200,947039
514,50,200,976239
515,50,200,233040
516,50,200,926143
517,50,200,717319
518,50,200,280620
519,50,200,476051
520,50,200,97672
521,50,200,144113
522,50,200,758283
523,50,200,717883
524,50,200,383627
525,50,200,789722
526,50,200,5406
527,50,200,453688
528,50,200,672453
529,50,200,975092
530,50,200,265416
531,50,200,483293
532,50,200,450981
533,50,200,516399
534,50,200,210639
535,50,200,667846
536,50,200,506094
537,50,200,978414
538,50,200,255111
539,50,200,437930
540,50,200,907899
541,50,200,554077
542,50,200,984876
543,50,200,333860
544,50,200,537875
545,50,200,437016
546,50,200,131878
547,50,200,56665
548,50,200,504033
549,50,200,977990
550,50,200,976724
551,50,200,25686
552,50,200,749249
553,50,200,45852
554,50,200,873556
555,50,200,147676
556,50,200,427145
557,50,200,599254
558,50,200,78637
559,50,200,843635
560,50,200,741103
561,50,200,309587
562,50,200,190133
563,50,200,135774
564,50,200,110572
565,50,200,110737
566,50,200,287046
567,50,200,186336
568,50,200,609381
569,50,200,832197
570,50,200,652408
571,50,200,291728
572,50,200,117452
573,50,200,517790
574,50,200,776912
575,50,200,676909
576,50,200,427185
577,50,200,21119
578,50,200,294860
579,50,200,380322
580,50,200,7302
581,50,200,946934
582,50,200,9689
583,50,200,823045
584,50,200,418
585,50,200,594447
586,50,200,29931
587,50,200,962538
588,50,200,412746
589,50,200,183182
590,50,200,825724
591,50,200,675904
592,50,200,48643
593,50,200,602264
594,50,200,828834
595,50,200,214938
596,50,200,711761
597,50,200,324785
598,50,200,684254
599,50,200,944293
600,50,200,380217
601,50,200,884892
602,50,200,748101
603,50,200,935600
604,50,200,20272
605,50,200,220510
606,50,200,589030
607,50,200,242756
608,50,200,7578
609,50,200,111291
610,50,200,479399
611,50,200,435056
612,50,200,690527
613,50,200,182310
614,50,200,753010
615,50,200,515039
616,50,200,863165
617,50,200,107359
618,50,200,973437
619,50,200,232231
620,50,200,215482
621,50,200,130517
622,50,200,650937
623,50,200,140882
624,50,200,739775
625,50,200,398129
626,50,200,254301
627,50,200,192942
628,50,200,511108
629,50,200,456145
630,50,200,176988
631,50,200,522478
632,50,200,324544
633,50,200,141692
634,50,200,655004
635,50,200,333333
636,50,200,609898
637,50,200,321247
638,50,200,456236
639,50,200,201199
640,50,200,504956
641,50,200,247591
642,50,200,880818
643,50,200,396037
644,50,200,84500
645,50,200,833701
646,50,200,428333
647,50,200,706078
648,50,200,283699
649,50,200,663011
650,50,200,220471
651,50,200,301256
652,50,200,360564
653,50,200,549945
654,50,200,821440
655,50,200,115441
656,50,200,924629
657,50,200,605315
