"","variable","type","n","mean","variance","target_3_moment","target_4_moment","std_mean","std_var","std_target_3_moment","std_target_4_moment","clinic_name"
"474","demo_groupother adult","bin",115,0.00869565217391304,0.00869565217391304,0.00847012410618887,0.00839712265179155,0.008695652,0.008695652,0.008470124,0.008397123,"inpatient ward j"
"475","demo_grouppatient","bin",115,0.991304347826087,0.00869565217391304,-0.00847012410618887,0.00839712265179155,0.991304348,0.008695652,-0.008470124,0.008397123,"inpatient ward j"
"476","payor_groupcommercial","bin",115,0.539130434782609,0.250648360030511,-0.0194453850579436,0.0632585618261799,0.539130435,0.2506484,-0.01944539,0.06325856,"inpatient ward j"
"477","payor_groupgovernment","bin",115,0.452173913043478,0.249885583524027,0.0236942549519191,0.0636279715981575,0.452173913,0.2498856,0.02369425,0.06362797,"inpatient ward j"
"478","payor_groupmedical assistance","bin",115,0,0,0,0,0,0,0,0,"inpatient ward j"
"479","payor_groupother","bin",115,0,0,0,0,0,0,0,0,"inpatient ward j"
"480","payor_groupself pay","bin",115,0.00869565217391304,0.00869565217391304,0.00847012410618887,0.00839712265179155,0.008695652,0.008695652,0.008470124,0.008397123,"inpatient ward j"
"481","patient_classemergency","bin",115,0,0,0,0,0,0,0,0,"inpatient ward j"
"482","patient_classoutpatient","bin",115,0,0,0,0,0,0,0,0,"inpatient ward j"
"483","drive_thru_ind","num",115,0.104347826086957,0.094279176201373,0.0739547957590203,0.067255402889498,0,1,2.55471625952048,7.56650924193054,"inpatient ward j"
"484","std_pan_day","num",115,-0.0158367924915192,1.12944948138032,0.000145579284177618,1.94059990906481,0,1,0.000121282932422802,1.52125765482959,"inpatient ward j"
"485","std_age","num",115,-0.133893421807733,0.583446365673434,0.759059229104545,2.0745011563147,0,1,1.7032335440965,6.09413007268819,"inpatient ward j"
"486","std_drive_thru_ind","num",115,0.0320748517556709,1.09698651898022,2.93524670480556,9.10538264927914,0,1,2.55471484400976,7.5665038324822,"inpatient ward j"
"487","resultnegative","bin",105,0.942857142857143,0.0543956043956044,-0.0477201166180758,0.0451691795085381,0.94285714,0.0543956,-0.04772012,0.04516918,"inpatient ward k"
"488","resultpositive","bin",105,0.0571428571428571,0.0543956043956044,0.0477201166180758,0.0451691795085381,0.05714286,0.0543956,0.04772012,0.04516918,"inpatient ward k"
"489","pan_day","num",105,65.4571428571429,702.577472527473,-2719.08240233236,860650.731800861,0,1,-0.146009453095668,1.74356637680845,"inpatient ward k"
"490","age","num",105,5.09714285714286,31.314510989011,264.721710973761,3909.82651467502,0,1,1.51067517317941,3.98718395662609,"inpatient ward k"
"491","gendermale","bin",105,0.495238095238095,0.252380952380952,0.00238073642155273,0.0625113363259136,0.4952381,0.25238095,0.002380736,0.06251134,"inpatient ward k"
"492","demo_groupother adult","bin",105,0,0,0,0,0,0,0,0,"inpatient ward k"
"493","demo_grouppatient","bin",105,1,0,0,0,1,0,0,0,"inpatient ward k"
"494","payor_groupcommercial","bin",105,0.504761904761905,0.252380952380952,-0.00238073642155273,0.0625113363259136,0.5047619,0.25238095,-0.002380736,0.06251134,"inpatient ward k"
"495","payor_groupgovernment","bin",105,0.495238095238095,0.252380952380952,0.00238073642155273,0.0625113363259136,0.4952381,0.25238095,0.002380736,0.06251134,"inpatient ward k"
"496","payor_groupmedical assistance","bin",105,0,0,0,0,0,0,0,0,"inpatient ward k"
"497","payor_groupother","bin",105,0,0,0,0,0,0,0,0,"inpatient ward k"
"498","payor_groupself pay","bin",105,0,0,0,0,0,0,0,0,"inpatient ward k"
"499","patient_classemergency","bin",105,0,0,0,0,0,0,0,0,"inpatient ward k"
"500","patient_classoutpatient","bin",105,0,0,0,0,0,0,0,0,"inpatient ward k"
"501","drive_thru_ind","num",105,0.104761904761905,0.0946886446886447,0.0741362703811684,0.0673989294584047,0,1,2.54439136698982,7.51721971563292,"inpatient ward k"
"502","std_pan_day","num",105,0.0715636578132736,0.955336961866015,-0.136337683228602,1.59129853596411,0,1,-0.146009493089878,1.74356695649514,"inpatient ward k"
"503","std_age","num",105,-0.234824812998266,0.358844555898354,0.324736161430134,0.513427283080793,0,1,1.5106753894009,3.98718350219399,"inpatient ward k"
"504","std_drive_thru_ind","num",105,0.0334873100089207,1.10175089462055,2.94244938559453,9.12481401499976,0,1,2.54439087366315,7.5172189614698,"inpatient ward k"
"505","resultnegative","bin",5,1,0,0,0,1,0,0,0,"inpatient ward l"
"506","resultpositive","bin",5,0,0,0,0,0,0,0,0,"inpatient ward l"
"507","pan_day","num",5,58,1446.5,-13209.6,1635322,0,1,-0.240110974284858,0.781567340932479,"inpatient ward l"
"508","age","num",5,10.4,50.3,-91.152,2465.9872,0,1,-0.255513719803116,0.97466374713943,"inpatient ward l"
"509","gendermale","bin",5,0.2,0.2,0.096,0.0832,0.2,0.2,0.096,0.0832,"inpatient ward l"
"510","demo_groupother adult","bin",5,0,0,0,0,0,0,0,0,"inpatient ward l"
"511","demo_grouppatient","bin",5,1,0,0,0,1,0,0,0,"inpatient ward l"
"512","payor_groupcommercial","bin",5,0.6,0.3,-0.048,0.0672,0.6,0.3,-0.048,0.0672,"inpatient ward l"
"513","payor_groupgovernment","bin",5,0.4,0.3,0.048,0.0672,0.4,0.3,0.048,0.0672,"inpatient ward l"
"514","payor_groupmedical assistance","bin",5,0,0,0,0,0,0,0,0,"inpatient ward l"
"515","payor_groupother","bin",5,0,0,0,0,0,0,0,0,"inpatient ward l"
"516","payor_groupself pay","bin",5,0,0,0,0,0,0,0,0,"inpatient ward l"
"517","patient_classemergency","bin",5,0,0,0,0,0,0,0,0,"inpatient ward l"
"518","patient_classoutpatient","bin",5,0,0,0,0,0,0,0,0,"inpatient ward l"
"519","drive_thru_ind","num",5,0,0,0,0,0,0,0,0,"inpatient ward l"
"520","std_pan_day","num",5,-0.203417947626806,1.96689328846244,-0.662343391591118,3.02362550599914,0,1,-0.24011097522053,0.781567459456031,"inpatient ward l"
"521","std_age","num",5,0.332837799273338,0.576406291895196,-0.111816860346651,0.323826416199249,0,1,-0.255513805026204,0.974663750021606,"inpatient ward l"
"522","std_drive_thru_ind","num",5,-0.323864628063286,0,0,0,0,0,0,0,"inpatient ward l"
"523","resultnegative","bin",36,1,0,0,0,1,0,0,0,"inpatient ward m"
"524","resultpositive","bin",36,0,0,0,0,0,0,0,0,"inpatient ward m"
"525","pan_day","num",36,66.75,841.792857142857,-6522.09375,1219510.13758681,0,1,-0.267041770869173,1.72097631455704,"inpatient ward m"
"526","age","num",36,4.70555555555556,27.6668253968254,121.550417009602,1704.33134845393,0,1,0.835251757899627,2.22656452189736,"inpatient ward m"
"527","gendermale","bin",36,0.527777777777778,0.256349206349206,-0.0138460219478738,0.0628840163465935,0.52777778,0.25634921,-0.01384602,0.06288402,"inpatient ward m"
"528","demo_groupother adult","bin",36,0,0,0,0,0,0,0,0,"inpatient ward m"
"529","demo_grouppatient","bin",36,1,0,0,0,1,0,0,0,"inpatient ward m"
"530","payor_groupcommercial","bin",36,0.555555555555556,0.253968253968254,-0.0274348422496571,0.0640146319158665,0.55555556,0.25396825,-0.02743484,0.06401463,"inpatient ward m"
"531","payor_groupgovernment","bin",36,0.444444444444444,0.253968253968254,0.0274348422496571,0.0640146319158665,0.44444444,0.25396825,0.02743484,0.06401463,"inpatient ward m"
"532","payor_groupmedical assistance","bin",36,0,0,0,0,0,0,0,0,"inpatient ward m"
"533","payor_groupother","bin",36,0,0,0,0,0,0,0,0,"inpatient ward m"
"534","payor_groupself pay","bin",36,0,0,0,0,0,0,0,0,"inpatient ward m"
"535","patient_classemergency","bin",36,0,0,0,0,0,0,0,0,"inpatient ward m"
"536","patient_classoutpatient","bin",36,0,0,0,0,0,0,0,0,"inpatient ward m"
"537","drive_thru_ind","num",36,0.0555555555555556,0.053968253968254,0.046639231824417,0.0442101051668953,0,1,3.72000795207783,15.1790616258135,"inpatient ward m"
"538","std_pan_day","num",36,0.119237671783249,1.14463651641197,-0.327024716467587,2.2548109527249,0,1,-0.267041745929048,1.72097653400152,"inpatient ward m"
"539","std_age","num",36,-0.276743624794065,0.317044378439284,0.14910683258557,0.223807938900036,0,1,0.835251686225248,2.22656456871347,"inpatient ward m"
"540","std_drive_thru_ind","num",36,-0.134359812418934,0.627948285521964,1.85109904127597,5.98539161486925,0,1,3.72000756455945,15.1790584944127,"inpatient ward m"
"541","resultnegative","bin",27,1,0,0,0,1,0,0,0,"inpatient ward n"
"542","resultpositive","bin",27,0,0,0,0,0,0,0,0,"inpatient ward n"
"543","pan_day","num",27,61.2222222222222,881.794871794872,-1961.65706447188,1045298.17101052,0,1,-0.0749155063345863,1.34432718754548,"inpatient ward n"
"544","age","num",27,4.51851851851852,22.3361823361823,138.254127927653,1774.48090004347,0,1,1.30967820761279,3.55675100201214,"inpatient ward n"
"545","gendermale","bin",27,0.555555555555556,0.256410256410256,-0.0274348422496571,0.0640146319158665,0.55555556,0.2564103,-0.02743484,0.06401463,"inpatient ward n"
"546","demo_groupother adult","bin",27,0,0,0,0,0,0,0,0,"inpatient ward n"
"547","demo_grouppatient","bin",27,1,0,0,0,1,0,0,0,"inpatient ward n"
"548","payor_groupcommercial","bin",27,0.555555555555556,0.256410256410256,-0.0274348422496571,0.0640146319158665,0.55555556,0.2564103,-0.02743484,0.06401463,"inpatient ward n"
"549","payor_groupgovernment","bin",27,0.444444444444444,0.256410256410256,0.0274348422496571,0.0640146319158665,0.44444444,0.2564103,0.02743484,0.06401463,"inpatient ward n"
"550","payor_groupmedical assistance","bin",27,0,0,0,0,0,0,0,0,"inpatient ward n"
"551","payor_groupother","bin",27,0,0,0,0,0,0,0,0,"inpatient ward n"
"552","payor_groupself pay","bin",27,0,0,0,0,0,0,0,0,"inpatient ward n"
"553","patient_classemergency","bin",27,0,0,0,0,0,0,0,0,"inpatient ward n"
"554","patient_classoutpatient","bin",27,0,0,0,0,0,0,0,0,"inpatient ward n"
"555","drive_thru_ind","num",27,0,0,0,0,0,0,0,0,"inpatient ward n"
"556","std_pan_day","num",27,-0.0845987353996109,1.19902966825713,-0.0983595713133614,1.9327020679974,0,1,-0.0749155048221466,1.34432728901695,"inpatient ward n"
"557","std_age","num",27,-0.296765648804084,0.255958569294112,0.169597403401291,0.233019778235302,0,1,1.30967820705091,3.55675026898154,"inpatient ward n"
"558","std_drive_thru_ind","num",27,-0.323864628063286,0,0,0,0,0,0,0,"inpatient ward n"
"559","resultnegative","bin",78,0.974358974358974,0.0253080253080253,-0.0237023550633018,0.0231110281178556,0.97435897,0.02530803,-0.02370236,0.02311103,"inpatient ward o"
"560","resultpositive","bin",78,0.0256410256410256,0.0253080253080253,0.0237023550633018,0.0231110281178556,0.02564103,0.02530803,0.02370236,0.02311103,"inpatient ward o"
"561","pan_day","num",78,62.3461538461538,789.501998001998,-1041.82089212563,1013929.37556677,0,1,-0.0469638029455629,1.62667607036387,"inpatient ward o"
"562","age","num",78,6.44102564102564,41.6832301032301,263.16040831774,4111.80344276837,0,1,0.977864070466353,2.36651666726301,"inpatient ward o"
"563","gendermale","bin",78,0.551282051282051,0.250582750582751,-0.0253712975606467,0.0637941760779722,0.55128205,0.25058275,-0.0253713,0.06379418,"inpatient ward o"
"564","demo_groupother adult","bin",78,0,0,0,0,0,0,0,0,"inpatient ward o"
"565","demo_grouppatient","bin",78,1,0,0,0,1,0,0,0,"inpatient ward o"
"566","payor_groupcommercial","bin",78,0.615384615384615,0.23976023976024,-0.054619936276741,0.068625048142572,0.61538462,0.23976024,-0.05461994,0.06862505,"inpatient ward o"
"567","payor_groupgovernment","bin",78,0.384615384615385,0.23976023976024,0.054619936276741,0.0686250481425721,0.38461538,0.23976024,0.05461994,0.06862505,"inpatient ward o"
"568","payor_groupmedical assistance","bin",78,0,0,0,0,0,0,0,0,"inpatient ward o"
"569","payor_groupother","bin",78,0,0,0,0,0,0,0,0,"inpatient ward o"
"570","payor_groupself pay","bin",78,0,0,0,0,0,0,0,0,"inpatient ward o"
"571","patient_classemergency","bin",78,0,0,0,0,0,0,0,0,"inpatient ward o"
"572","patient_classoutpatient","bin",78,0,0,0,0,0,0,0,0,"inpatient ward o"
"573","drive_thru_ind","num",78,0.0641025641025641,0.0607725607725608,0.0523019605859843,0.0491957921122691,0,1,3.49105481217698,13.3202653634591,"inpatient ward o"
"574","std_pan_day","num",78,-0.0431538377659873,1.07353348157471,-0.0522380074431453,1.87470279323917,0,1,-0.0469638004845969,1.62667685706665,"inpatient ward o"
"575","std_age","num",78,-0.0909642504497708,0.477663540716045,0.322820899438656,0.539950318066296,0,1,0.977864105159337,2.36651684964155,"inpatient ward o"
"576","std_drive_thru_ind","num",78,-0.105205225396726,0.707119881372429,2.0758512803567,6.6603795780182,0,1,3.49105432339589,13.3202664923527,"inpatient ward o"
"577","resultnegative","bin",61,1,0,0,0,1,0,0,0,"inpatient ward p"
"578","resultpositive","bin",61,0,0,0,0,0,0,0,0,"inpatient ward p"
"579","pan_day","num",61,70.4098360655738,675.012568306011,-11503.6591520876,959901.29169373,0,1,-0.655946242360141,2.10670080623927,"inpatient ward p"
"580","age","num",61,4.81147540983607,29.0513661202186,197.861297835502,2750.88215800306,0,1,1.26360407917936,3.25940886926971,"inpatient ward p"
"581","gendermale","bin",61,0.622950819672131,0.23879781420765,-0.0577581383463814,0.0693728896641237,0.6229508,0.2387978,-0.05775814,0.06937289,"inpatient ward p"
"582","demo_groupother adult","bin",61,0,0,0,0,0,0,0,0,"inpatient ward p"
"583","demo_grouppatient","bin",61,1,0,0,0,1,0,0,0,"inpatient ward p"
"584","payor_groupcommercial","bin",61,0.540983606557377,0.252459016393443,-0.0203541265568484,0.0633313642703249,0.5409836,0.252459,-0.02035413,0.06333136,"inpatient ward p"
"585","payor_groupgovernment","bin",61,0.459016393442623,0.252459016393443,0.0203541265568483,0.0633313642703249,0.4590164,0.252459,0.02035413,0.06333136,"inpatient ward p"
"586","payor_groupmedical assistance","bin",61,0,0,0,0,0,0,0,0,"inpatient ward p"
"587","payor_groupother","bin",61,0,0,0,0,0,0,0,0,"inpatient ward p"
"588","payor_groupself pay","bin",61,0,0,0,0,0,0,0,0,"inpatient ward p"
"589","patient_classemergency","bin",61,0,0,0,0,0,0,0,0,"inpatient ward p"
"590","patient_classoutpatient","bin",61,0,0,0,0,0,0,0,0,"inpatient ward p"
"591","drive_thru_ind","num",61,0.262295081967213,0.19672131147541,0.0919900784647173,0.0811738340776844,0,1,1.05429929956917,2.0975545602008,"inpatient ward p"
"592","std_pan_day","num",61,0.25419386294633,0.917855299155816,-0.576805703314402,1.77480767017546,0,1,-0.65594618932876,2.1067011755992,"inpatient ward p"
"593","std_age","num",61,-0.265405069077306,0.332910342342841,0.24271797775232,0.361238010729572,0,1,1.26360442093642,3.25940978426074,"inpatient ward p"
"594","std_drive_thru_ind","num",61,0.570846632683819,2.28895324905788,3.65106240801744,10.9897315105048,0,1,1.05429910579525,2.09755422246366,"inpatient ward p"
"595","resultnegative","bin",19,1,0,0,0,1,0,0,0,"inpatient ward q"
"596","resultpositive","bin",19,0,0,0,0,0,0,0,0,"inpatient ward q"
"597","pan_day","num",19,57.3684210526316,1061.69005847953,5045.89502842979,1402611.78829199,0,1,0.145861805634641,1.24434855770149,"inpatient ward q"
"598","age","num",19,5.46315789473684,35.5857894736842,231.539523254119,3413.08672156138,0,1,1.09071233976321,2.6952195472866,"inpatient ward q"
"599","gendermale","bin",19,0.368421052631579,0.245614035087719,0.0612334159498469,0.0702572877740349,0.36842105,0.245614,0.06123342,0.07025729,"inpatient ward q"
"600","demo_groupother adult","bin",19,0,0,0,0,0,0,0,0,"inpatient ward q"
"601","demo_grouppatient","bin",19,1,0,0,0,1,0,0,0,"inpatient ward q"
"602","payor_groupcommercial","bin",19,0.473684210526316,0.263157894736842,0.0131214462749672,0.0628448216327376,0.47368421,0.2631579,0.01312145,0.06284482,"inpatient ward q"
"603","payor_groupgovernment","bin",19,0.526315789473684,0.263157894736842,-0.0131214462749672,0.0628448216327376,0.52631579,0.2631579,-0.01312145,0.06284482,"inpatient ward q"
"604","payor_groupmedical assistance","bin",19,0,0,0,0,0,0,0,0,"inpatient ward q"
"605","payor_groupother","bin",19,0,0,0,0,0,0,0,0,"inpatient ward q"
"606","payor_groupself pay","bin",19,0,0,0,0,0,0,0,0,"inpatient ward q"
"607","patient_classemergency","bin",19,0,0,0,0,0,0,0,0,"inpatient ward q"
"608","patient_classoutpatient","bin",19,0,0,0,0,0,0,0,0,"inpatient ward q"
"609","drive_thru_ind","num",19,0.105263157894737,0.0994152046783626,0.0743548622248141,0.0675716116358837,0,1,2.37208460225673,6.83689146703614,"inpatient ward q"
"610","std_pan_day","num",19,-0.226707375794749,1.44364400307687,0.253006542722183,2.59335640203869,0,1,0.145861804535794,1.24434818232685,"inpatient ward q"
"611","std_age","num",19,-0.195643472303249,0.407790714804959,0.284031316223845,0.448196828118355,0,1,1.09071241489129,2.69521935801009,"inpatient ward q"
"612","std_drive_thru_ind","num",19,0.0351971278944337,1.15674684175099,2.95112523929913,9.14819261709126,0,1,2.37208463478039,6.83689176878303,"inpatient ward q"
"613","resultnegative","bin",28,0.928571428571429,0.0687830687830688,-0.0568513119533528,0.0531289046230737,0.92857143,0.06878307,-0.05685131,0.0531289,"inpatient ward r"
"614","resultpositive","bin",28,0.0714285714285714,0.0687830687830688,0.0568513119533528,0.0531289046230737,0.07142857,0.06878307,0.05685131,0.0531289,"inpatient ward r"
"615","pan_day","num",28,58.4285714285714,748.253968253968,-1033.18950437318,812693.706372345,0,1,-0.0504785243960572,1.45153942342654,"inpatient ward r"
"616","age","num",28,13.5357142857143,53.6653439153439,-32.2141946064141,6249.58991858861,0,1,-0.0819419586133071,2.17001978161039,"inpatient ward r"
"617","gendermale","bin",28,0.321428571428571,0.226190476190476,0.0778972303206997,0.0753933907746772,0.32142857,0.22619048,0.07789723,0.07539339,"inpatient ward r"
"618","demo_groupother adult","bin",28,0,0,0,0,0,0,0,0,"inpatient ward r"
"619","demo_grouppatient","bin",28,1,0,0,0,1,0,0,0,"inpatient ward r"
"620","payor_groupcommercial","bin",28,0.571428571428571,0.253968253968254,-0.0349854227405248,0.0649729279466889,0.57142857,0.25396825,-0.03498542,0.06497293,"inpatient ward r"
"621","payor_groupgovernment","bin",28,0.428571428571429,0.253968253968254,0.0349854227405248,0.0649729279466889,0.42857143,0.25396825,0.03498542,0.06497293,"inpatient ward r"
"622","payor_groupmedical assistance","bin",28,0,0,0,0,0,0,0,0,"inpatient ward r"
"623","payor_groupother","bin",28,0,0,0,0,0,0,0,0,"inpatient ward r"
"624","payor_groupself pay","bin",28,0,0,0,0,0,0,0,0,"inpatient ward r"
"625","patient_classemergency","bin",28,0,0,0,0,0,0,0,0,"inpatient ward r"
"626","patient_classoutpatient","bin",28,0,0,0,0,0,0,0,0,"inpatient ward r"
"627","drive_thru_ind","num",28,0,0,0,0,0,0,0,0,"inpatient ward r"
"628","std_pan_day","num",28,-0.187614407084272,1.01744604785629,-0.0518052204822916,1.5026284848809,0,1,-0.0504784995513609,1.45153896028098,"inpatient ward r"
"629","std_age","num",28,0.668511138157004,0.614971011720155,-0.0395174005999343,0.820678349851737,0,1,-0.0819419694409234,2.17001963404158,"inpatient ward r"
"630","std_drive_thru_ind","num",28,-0.323864628063286,0,0,0,0,0,0,0,"inpatient ward r"
"631","resultnegative","bin",20,0.95,0.05,-0.04275,0.04073125,0.95,0.05,-0.04275,0.04073125,"inpatient ward s"
"632","resultpositive","bin",20,0.05,0.05,0.04275,0.04073125,0.05,0.05,0.04275,0.04073125,"inpatient ward s"
"633","pan_day","num",20,60.85,853.818421052632,3104.76075,960100.30373125,0,1,0.124445689653965,1.3169993618766,"inpatient ward s"
"634","age","num",20,11.3,83.9052631578947,689.934,22812.8277,0,1,0.897684531669962,3.24041591459777,"inpatient ward s"
"635","gendermale","bin",20,0.5,0.263157894736842,0,0.0625,0.5,0.26315789,0,0.0625,"inpatient ward s"
"636","demo_groupother adult","bin",20,0,0,0,0,0,0,0,0,"inpatient ward s"
"637","demo_grouppatient","bin",20,1,0,0,0,1,0,0,0,"inpatient ward s"
"638","payor_groupcommercial","bin",20,0.6,0.252631578947368,-0.048,0.0672,0.6,0.25263158,-0.048,0.0672,"inpatient ward s"
"639","payor_groupgovernment","bin",20,0.4,0.252631578947368,0.048,0.0672,0.4,0.25263158,0.048,0.0672,"inpatient ward s"
"640","payor_groupmedical assistance","bin",20,0,0,0,0,0,0,0,0,"inpatient ward s"
"641","payor_groupother","bin",20,0,0,0,0,0,0,0,0,"inpatient ward s"
"642","payor_groupself pay","bin",20,0,0,0,0,0,0,0,0,"inpatient ward s"
"643","patient_classemergency","bin",20,0,0,0,0,0,0,0,0,"inpatient ward s"
"644","patient_classoutpatient","bin",20,1,0,0,0,1,0,0,0,"inpatient ward s"
"645","drive_thru_ind","num",20,0.1,0.0947368421052632,0.072,0.0657,0,1,2.4691879829912,7.32027810312347,"inpatient ward s"
"646","std_pan_day","num",20,-0.0983244030189592,1.16098840092224,0.155676005725683,1.77517563310426,0,1,0.124445685224623,1.31699964127833,"inpatient ward s"
"647","std_age","num",20,0.42918139995521,0.961501423605024,0.846347350868948,2.99571556472879,0,1,0.897684588863585,3.24041608318481,"inpatient ward s"
"648","std_drive_thru_ind","num",20,0.0172440400965477,1.10231169625682,2.8576613670145,8.89480419945641,0,1,2.46918791660922,7.32027756391272,"inpatient ward s"
"649","resultnegative","bin",51,0.980392156862745,0.0196078431372549,-0.0184695177571221,0.0181147611135279,0.98039216,0.01960784,-0.01846952,0.01811476,"inpatient ward t"
"650","resultpositive","bin",51,0.0196078431372549,0.0196078431372549,0.0184695177571221,0.0181147611135279,0.01960784,0.01960784,0.01846952,0.01811476,"inpatient ward t"
"651","pan_day","num",51,66.156862745098,701.174901960784,-4706.04764381723,835742.776029271,0,1,-0.25346430611261,1.69988647663554,"inpatient ward t"
"652","age","num",51,3.58823529411765,19.2510588235294,113.993892937106,1478.79698804213,0,1,1.34958325380153,3.99024276605427,"inpatient ward t"
"653","gendermale","bin",51,0.529411764705882,0.254117647058824,-0.0146549969468756,0.0629302810071719,0.52941176,0.25411765,-0.014655,0.06293028,"inpatient ward t"
"654","demo_groupother adult","bin",51,0,0,0,0,0,0,0,0,"inpatient ward t"
"655","demo_grouppatient","bin",51,1,0,0,0,1,0,0,0,"inpatient ward t"
"656","payor_groupcommercial","bin",51,0.274509803921569,0.203137254901961,0.0898146263503479,0.0801670194278041,0.2745098,0.20313725,0.08981463,0.08016702,"inpatient ward t"
"657","payor_groupgovernment","bin",51,0.725490196078431,0.203137254901961,-0.0898146263503479,0.0801670194278041,0.7254902,0.20313725,-0.08981463,0.08016702,"inpatient ward t"
"658","payor_groupmedical assistance","bin",51,0,0,0,0,0,0,0,0,"inpatient ward t"
"659","payor_groupother","bin",51,0,0,0,0,0,0,0,0,"inpatient ward t"
"660","payor_groupself pay","bin",51,0,0,0,0,0,0,0,0,"inpatient ward t"
"661","patient_classemergency","bin",51,0,0,0,0,0,0,0,0,"inpatient ward t"
"662","patient_classoutpatient","bin",51,0,0,0,0,0,0,0,0,"inpatient ward t"
"663","drive_thru_ind","num",51,0.0392156862745098,0.0384313725490196,0.0347226933833895,0.0334189627181809,0,1,4.60876499189079,22.6266988990435,"inpatient ward t"
"664","std_pan_day","num",51,0.0973657782546123,0.953429802077412,-0.235966233451073,1.5452450184469,0,1,-0.25346425182521,1.6998864149904,"inpatient ward t"
"665","std_age","num",51,-0.396351021573775,0.220604998638706,0.139837186314282,0.194191408991874,0,1,1.3495832894026,3.99024249831484,"inpatient ward t"
"666","std_drive_thru_ind","num",51,-0.190096522902567,0.447168709897647,1.37813471445003,4.52443120132652,0,1,4.6087659358004,22.6266967207259,"inpatient ward t"
"667","resultnegative","bin",14,1,0,0,0,1,0,0,0,"inpatient ward u"
"668","resultpositive","bin",14,0,0,0,0,0,0,0,0,"inpatient ward u"
"669","pan_day","num",14,51.7142857142857,645.758241758242,8322.70845481049,635553.391087047,0,1,0.507177227016162,1.52409532470801,"inpatient ward u"
"670","age","num",14,8.78571428571429,65.4120879120879,117.69970845481,4830.0774937526,0,1,0.222478664850403,1.1288546619659,"inpatient ward u"
"671","gendermale","bin",14,0.428571428571429,0.263736263736264,0.0349854227405248,0.0649729279466889,0.4285714,0.2637363,0.03498542,0.06497293,"inpatient ward u"
"672","demo_groupother adult","bin",14,0,0,0,0,0,0,0,0,"inpatient ward u"
"673","demo_grouppatient","bin",14,1,0,0,0,1,0,0,0,"inpatient ward u"
"674","payor_groupcommercial","bin",14,0.357142857142857,0.247252747252747,0.0655976676384839,0.0714546022490629,0.3571429,0.2472527,0.06559767,0.0714546,"inpatient ward u"
"675","payor_groupgovernment","bin",14,0.642857142857143,0.247252747252747,-0.065597667638484,0.0714546022490629,0.6428571,0.2472527,-0.06559767,0.0714546,"inpatient ward u"
"676","payor_groupmedical assistance","bin",14,0,0,0,0,0,0,0,0,"inpatient ward u"
"677","payor_groupother","bin",14,0,0,0,0,0,0,0,0,"inpatient ward u"
"678","payor_groupself pay","bin",14,0,0,0,0,0,0,0,0,"inpatient ward u"
"679","patient_classemergency","bin",14,0,0,0,0,0,0,0,0,"inpatient ward u"
"680","patient_classoutpatient","bin",14,0,0,0,0,0,0,0,0,"inpatient ward u"
"681","drive_thru_ind","num",14,0,0,0,0,0,0,0,0,"inpatient ward u"
"682","std_pan_day","num",14,-0.435203208917294,0.878076427019421,0.417309452608955,1.17510523536957,0,1,0.507177247304232,1.52409509205655,"inpatient ward u"
"683","std_age","num",14,0.160031023447122,0.749581293012509,0.14438313874773,0.634272020863108,0,1,0.222478663616565,1.12885471876791,"inpatient ward u"
"684","std_drive_thru_ind","num",14,-0.323864628063286,0,0,0,0,0,0,0,"inpatient ward u"
"685","resultnegative","bin",11,0.909090909090909,0.0909090909090909,-0.067618332081142,0.0621542244382214,0.90909091,0.09090909,-0.06761833,0.06215422,"inpatient ward v"
"686","resultpositive","bin",11,0.0909090909090909,0.0909090909090909,0.067618332081142,0.0621542244382214,0.09090909,0.09090909,0.06761833,0.06215422,"inpatient ward v"
"687","pan_day","num",11,55.0909090909091,458.490909090909,498.960180315549,292705.982514856,0,1,0.0508241114384287,1.39241972532998,"inpatient ward v"
"688","age","num",11,6.90909090909091,45.4909090909091,258.82494365139,4475.24923160986,0,1,0.843566266505283,2.16255903758864,"inpatient ward v"
"689","gendermale","bin",11,0.363636363636364,0.254545454545455,0.0631104432757325,0.0707601939758213,0.36363636,0.25454545,0.06311044,0.07076019,"inpatient ward v"
"690","demo_groupother adult","bin",11,0,0,0,0,0,0,0,0,"inpatient ward v"
"691","demo_grouppatient","bin",11,1,0,0,0,1,0,0,0,"inpatient ward v"
"692","payor_groupcommercial","bin",11,0.727272727272727,0.218181818181818,-0.0901577761081893,0.0803223823509323,0.72727273,0.21818182,-0.09015778,0.08032238,"inpatient ward v"
"693","payor_groupgovernment","bin",11,0.272727272727273,0.218181818181818,0.0901577761081893,0.0803223823509323,0.27272727,0.21818182,0.09015778,0.08032238,"inpatient ward v"
"694","payor_groupmedical assistance","bin",11,0,0,0,0,0,0,0,0,"inpatient ward v"
"695","payor_groupother","bin",11,0,0,0,0,0,0,0,0,"inpatient ward v"
"696","payor_groupself pay","bin",11,0,0,0,0,0,0,0,0,"inpatient ward v"
"697","patient_classemergency","bin",11,0,0,0,0,0,0,0,0,"inpatient ward v"
"698","patient_classoutpatient","bin",11,0,0,0,0,0,0,0,0,"inpatient ward v"
"699","drive_thru_ind","num",11,0.363636363636364,0.254545454545455,0.0631104432757325,0.0707601939758213,0,1,0.491420421853564,1.09208970609504,"inpatient ward v"
