"","vars","a2b","ab2","a3b","a2b2","ab3","clinic_name"
"3688","resultnegative_std_age",0,0,0,0,0,"inpatient ward h"
"3689","resultnegative_std_drive_thru_ind",0,0,0,0,0,"inpatient ward h"
"3690","resultpositive_pan_day",0,0,0,0,0,"inpatient ward h"
"3691","resultpositive_age",0,0,0,0,0,"inpatient ward h"
"3692","resultpositive_gendermale",0,0,0,0,0,"inpatient ward h"
"3693","resultpositive_demo_groupother adult",0,0,0,0,0,"inpatient ward h"
"3694","resultpositive_demo_grouppatient",0,0,0,0,0,"inpatient ward h"
"3695","resultpositive_payor_groupcommercial",0,0,0,0,0,"inpatient ward h"
"3696","resultpositive_payor_groupgovernment",0,0,0,0,0,"inpatient ward h"
"3697","resultpositive_payor_groupmedical assistance",0,0,0,0,0,"inpatient ward h"
"3698","resultpositive_payor_groupother",0,0,0,0,0,"inpatient ward h"
"3699","resultpositive_payor_groupself pay",0,0,0,0,0,"inpatient ward h"
"3700","resultpositive_patient_classemergency",0,0,0,0,0,"inpatient ward h"
"3701","resultpositive_patient_classoutpatient",0,0,0,0,0,"inpatient ward h"
"3702","resultpositive_drive_thru_ind",0,0,0,0,0,"inpatient ward h"
"3703","resultpositive_std_pan_day",0,0,0,0,0,"inpatient ward h"
"3704","resultpositive_std_age",0,0,0,0,0,"inpatient ward h"
"3705","resultpositive_std_drive_thru_ind",0,0,0,0,0,"inpatient ward h"
"3706","pan_day_age",-0.0366258869459499,0.185235557207706,0.481435229988305,1.18388681395585,0.389417675221239,"inpatient ward h"
"3707","pan_day_gendermale",-0.0515917551507793,0.00648019701218376,0.13336245784449,0.237435794573385,0.0136867457773816,"inpatient ward h"
"3708","pan_day_demo_groupother adult",0,0,0,0,0,"inpatient ward h"
"3709","pan_day_demo_grouppatient",0,0,0,0,0,"inpatient ward h"
"3710","pan_day_payor_groupcommercial",-0.0451494230586869,0.00461255241400129,0.148466685060249,0.231341172318135,0.00699859456500348,"inpatient ward h"
"3711","pan_day_payor_groupgovernment",0.0451494230586869,0.00461255241400129,-0.148466685060249,0.231341172318135,-0.00699859456500348,"inpatient ward h"
"3712","pan_day_payor_groupmedical assistance",0,0,0,0,0,"inpatient ward h"
"3713","pan_day_payor_groupother",0,0,0,0,0,"inpatient ward h"
"3714","pan_day_payor_groupself pay",0,0,0,0,0,"inpatient ward h"
"3715","pan_day_patient_classemergency",0,0,0,0,0,"inpatient ward h"
"3716","pan_day_patient_classoutpatient",0,0,0,0,0,"inpatient ward h"
"3717","pan_day_drive_thru_ind",-0.0808629003546096,0.60151920006957,0.185867170851359,0.592667082391104,3.01308162118032,"inpatient ward h"
"3718","pan_day_std_pan_day",-0.327195208365108,-0.327195208365108,1.99862555293935,1.99862555293935,1.99862555293935,"inpatient ward h"
"3719","pan_day_std_age",-0.0366258869459499,0.185235557207706,0.481435229988305,1.18388681395585,0.38941767522124,"inpatient ward h"
"3720","pan_day_std_drive_thru_ind",-0.0808629003546096,0.601519200069569,0.185867170851359,0.592667082391104,3.01308162118032,"inpatient ward h"
"3721","age_gendermale",0.21096713370191,0.0119898203195699,0.749037791387514,0.269943085574194,0.0253235545650696,"inpatient ward h"
"3722","age_demo_groupother adult",0,0,0,0,0,"inpatient ward h"
"3723","age_demo_grouppatient",0,0,0,0,0,"inpatient ward h"
"3724","age_payor_groupcommercial",-0.181053161126467,-0.00316903889246299,-0.618771110024827,0.206749067334442,-0.00480836126691002,"inpatient ward h"
"3725","age_payor_groupgovernment",0.181053161126467,-0.00316903889246299,0.618771110024827,0.206749067334442,0.00480836126691002,"inpatient ward h"
"3726","age_payor_groupmedical assistance",0,0,0,0,0,"inpatient ward h"
"3727","age_payor_groupother",0,0,0,0,0,"inpatient ward h"
"3728","age_payor_groupself pay",0,0,0,0,0,"inpatient ward h"
"3729","age_patient_classemergency",0,0,0,0,0,"inpatient ward h"
"3730","age_patient_classoutpatient",0,0,0,0,0,"inpatient ward h"
"3731","age_drive_thru_ind",0.0602171023478275,0.753371064220903,0.0308043287607264,1.27025949006122,3.77372577179668,"inpatient ward h"
"3732","age_std_pan_day",0.185235557207706,-0.0366258869459499,0.389417675221239,1.18388681395585,0.481435229988305,"inpatient ward h"
"3733","age_std_age",1.86378849949079,1.86378849949079,5.67521004886417,5.67521004886417,5.67521004886417,"inpatient ward h"
"3734","age_std_drive_thru_ind",0.0602171023478274,0.753371064220902,0.0308043287607264,1.27025949006122,3.77372577179668,"inpatient ward h"
"3735","gendermale_demo_groupother adult",0,0,0,0,0,"inpatient ward h"
"3736","gendermale_demo_grouppatient",0,0,0,0,0,"inpatient ward h"
"3737","gendermale_payor_groupcommercial",-0.000988230212720009,-0.00144433646474463,-0.002087229086646,0.0593480124022398,-0.00219148194425162,"inpatient ward h"
"3738","gendermale_payor_groupgovernment",0.000988230212720009,-0.00144433646474463,0.002087229086646,0.0593480124022398,0.00219148194425162,"inpatient ward h"
"3739","gendermale_payor_groupmedical assistance",0,0,0,0,0,"inpatient ward h"
"3740","gendermale_payor_groupother",0,0,0,0,0,"inpatient ward h"
"3741","gendermale_payor_groupself pay",0,0,0,0,0,"inpatient ward h"
"3742","gendermale_patient_classemergency",0,0,0,0,0,"inpatient ward h"
"3743","gendermale_patient_classoutpatient",0,0,0,0,0,"inpatient ward h"
"3744","gendermale_drive_thru_ind",0.0137786952484572,0.53451157360634,0.0291018156786095,0.310000968609981,2.67743240540812,"inpatient ward h"
"3745","gendermale_std_pan_day",0.00648019701218377,-0.0515917551507793,0.0136867457773816,0.237435794573385,0.13336245784449,"inpatient ward h"
"3746","gendermale_std_age",0.0119898203195699,0.210967133701911,0.0253235545650696,0.269943085574194,0.749037791387514,"inpatient ward h"
"3747","gendermale_std_drive_thru_ind",0.0137786952484572,0.53451157360634,0.0291018156786095,0.310000968609981,2.67743240540812,"inpatient ward h"
"3748","demo_groupother adult_demo_grouppatient",0,0,0,0,0,"inpatient ward h"
"3749","demo_groupother adult_payor_groupcommercial",0,0,0,0,0,"inpatient ward h"
"3750","demo_groupother adult_payor_groupgovernment",0,0,0,0,0,"inpatient ward h"
"3751","demo_groupother adult_payor_groupmedical assistance",0,0,0,0,0,"inpatient ward h"
"3752","demo_groupother adult_payor_groupother",0,0,0,0,0,"inpatient ward h"
"3753","demo_groupother adult_payor_groupself pay",0,0,0,0,0,"inpatient ward h"
"3754","demo_groupother adult_patient_classemergency",0,0,0,0,0,"inpatient ward h"
"3755","demo_groupother adult_patient_classoutpatient",0,0,0,0,0,"inpatient ward h"
"3756","demo_groupother adult_drive_thru_ind",0,0,0,0,0,"inpatient ward h"
"3757","demo_groupother adult_std_pan_day",0,0,0,0,0,"inpatient ward h"
"3758","demo_groupother adult_std_age",0,0,0,0,0,"inpatient ward h"
"3759","demo_groupother adult_std_drive_thru_ind",0,0,0,0,0,"inpatient ward h"
"3760","demo_grouppatient_payor_groupcommercial",0,0,0,0,0,"inpatient ward h"
"3761","demo_grouppatient_payor_groupgovernment",0,0,0,0,0,"inpatient ward h"
"3762","demo_grouppatient_payor_groupmedical assistance",0,0,0,0,0,"inpatient ward h"
"3763","demo_grouppatient_payor_groupother",0,0,0,0,0,"inpatient ward h"
"3764","demo_grouppatient_payor_groupself pay",0,0,0,0,0,"inpatient ward h"
"3765","demo_grouppatient_patient_classemergency",0,0,0,0,0,"inpatient ward h"
"3766","demo_grouppatient_patient_classoutpatient",0,0,0,0,0,"inpatient ward h"
"3767","demo_grouppatient_drive_thru_ind",0,0,0,0,0,"inpatient ward h"
"3768","demo_grouppatient_std_pan_day",0,0,0,0,0,"inpatient ward h"
"3769","demo_grouppatient_std_age",0,0,0,0,0,"inpatient ward h"
"3770","demo_grouppatient_std_drive_thru_ind",0,0,0,0,0,"inpatient ward h"
"3771","payor_groupcommercial_payor_groupgovernment",-0.0437568297160134,0.0437568297160134,-0.0663919416292594,0.0663919416292594,-0.0663919416292594,"inpatient ward h"
"3772","payor_groupcommercial_payor_groupmedical assistance",0,0,0,0,0,"inpatient ward h"
"3773","payor_groupcommercial_payor_groupother",0,0,0,0,0,"inpatient ward h"
"3774","payor_groupcommercial_payor_groupself pay",0,0,0,0,0,"inpatient ward h"
"3775","payor_groupcommercial_patient_classemergency",0,0,0,0,0,"inpatient ward h"
"3776","payor_groupcommercial_patient_classoutpatient",0,0,0,0,0,"inpatient ward h"
"3777","payor_groupcommercial_drive_thru_ind",-0.0146769152776917,-0.389559282458858,-0.0222691842333697,0.1690193882362,-1.95134904122965,"inpatient ward h"
"3778","payor_groupcommercial_std_pan_day",0.0046125524140013,-0.0451494230586869,0.00699859456500348,0.231341172318135,0.148466685060249,"inpatient ward h"
"3779","payor_groupcommercial_std_age",-0.00316903889246299,-0.181053161126467,-0.00480836126691002,0.206749067334442,-0.618771110024827,"inpatient ward h"
"3780","payor_groupcommercial_std_drive_thru_ind",-0.0146769152776917,-0.389559282458858,-0.0222691842333697,0.1690193882362,-1.95134904122965,"inpatient ward h"
"3781","payor_groupgovernment_payor_groupmedical assistance",0,0,0,0,0,"inpatient ward h"
"3782","payor_groupgovernment_payor_groupother",0,0,0,0,0,"inpatient ward h"
"3783","payor_groupgovernment_payor_groupself pay",0,0,0,0,0,"inpatient ward h"
"3784","payor_groupgovernment_patient_classemergency",0,0,0,0,0,"inpatient ward h"
"3785","payor_groupgovernment_patient_classoutpatient",0,0,0,0,0,"inpatient ward h"
"3786","payor_groupgovernment_drive_thru_ind",-0.0146769152776917,0.389559282458858,0.0222691842333697,0.1690193882362,1.95134904122965,"inpatient ward h"
"3787","payor_groupgovernment_std_pan_day",0.0046125524140013,0.0451494230586869,-0.00699859456500348,0.231341172318135,-0.148466685060249,"inpatient ward h"
"3788","payor_groupgovernment_std_age",-0.00316903889246299,0.181053161126467,0.00480836126691002,0.206749067334442,0.618771110024827,"inpatient ward h"
"3789","payor_groupgovernment_std_drive_thru_ind",-0.0146769152776917,0.389559282458858,0.0222691842333697,0.1690193882362,1.95134904122965,"inpatient ward h"
"3790","payor_groupmedical assistance_payor_groupother",0,0,0,0,0,"inpatient ward h"
"3791","payor_groupmedical assistance_payor_groupself pay",0,0,0,0,0,"inpatient ward h"
"3792","payor_groupmedical assistance_patient_classemergency",0,0,0,0,0,"inpatient ward h"
"3793","payor_groupmedical assistance_patient_classoutpatient",0,0,0,0,0,"inpatient ward h"
"3794","payor_groupmedical assistance_drive_thru_ind",0,0,0,0,0,"inpatient ward h"
"3795","payor_groupmedical assistance_std_pan_day",0,0,0,0,0,"inpatient ward h"
"3796","payor_groupmedical assistance_std_age",0,0,0,0,0,"inpatient ward h"
"3797","payor_groupmedical assistance_std_drive_thru_ind",0,0,0,0,0,"inpatient ward h"
"3798","payor_groupother_payor_groupself pay",0,0,0,0,0,"inpatient ward h"
"3799","payor_groupother_patient_classemergency",0,0,0,0,0,"inpatient ward h"
"3800","payor_groupother_patient_classoutpatient",0,0,0,0,0,"inpatient ward h"
"3801","payor_groupother_drive_thru_ind",0,0,0,0,0,"inpatient ward h"
"3802","payor_groupother_std_pan_day",0,0,0,0,0,"inpatient ward h"
"3803","payor_groupother_std_age",0,0,0,0,0,"inpatient ward h"
"3804","payor_groupother_std_drive_thru_ind",0,0,0,0,0,"inpatient ward h"
"3805","payor_groupself pay_patient_classemergency",0,0,0,0,0,"inpatient ward h"
"3806","payor_groupself pay_patient_classoutpatient",0,0,0,0,0,"inpatient ward h"
"3807","payor_groupself pay_drive_thru_ind",0,0,0,0,0,"inpatient ward h"
"3808","payor_groupself pay_std_pan_day",0,0,0,0,0,"inpatient ward h"
"3809","payor_groupself pay_std_age",0,0,0,0,0,"inpatient ward h"
"3810","payor_groupself pay_std_drive_thru_ind",0,0,0,0,0,"inpatient ward h"
"3811","patient_classemergency_patient_classoutpatient",0,0,0,0,0,"inpatient ward h"
"3812","patient_classemergency_drive_thru_ind",0,0,0,0,0,"inpatient ward h"
"3813","patient_classemergency_std_pan_day",0,0,0,0,0,"inpatient ward h"
"3814","patient_classemergency_std_age",0,0,0,0,0,"inpatient ward h"
"3815","patient_classemergency_std_drive_thru_ind",0,0,0,0,0,"inpatient ward h"
"3816","patient_classoutpatient_drive_thru_ind",0,0,0,0,0,"inpatient ward h"
"3817","patient_classoutpatient_std_pan_day",0,0,0,0,0,"inpatient ward h"
"3818","patient_classoutpatient_std_age",0,0,0,0,0,"inpatient ward h"
"3819","patient_classoutpatient_std_drive_thru_ind",0,0,0,0,0,"inpatient ward h"
"3820","drive_thru_ind_std_pan_day",0.60151920006957,-0.0808629003546096,3.01308162118032,0.592667082391104,0.185867170851359,"inpatient ward h"
"3821","drive_thru_ind_std_age",0.753371064220903,0.0602171023478274,3.77372577179668,1.27025949006122,0.0308043287607264,"inpatient ward h"
"3822","drive_thru_ind_std_drive_thru_ind",4.75715291883173,4.75715291883173,23.8291479760221,23.8291479760221,23.8291479760221,"inpatient ward h"
"3823","std_pan_day_std_age",-0.0366258869459499,0.185235557207706,0.481435229988305,1.18388681395585,0.38941767522124,"inpatient ward h"
"3824","std_pan_day_std_drive_thru_ind",-0.0808629003546096,0.601519200069569,0.185867170851359,0.592667082391104,3.01308162118032,"inpatient ward h"
"3825","std_age_std_drive_thru_ind",0.0602171023478274,0.753371064220902,0.0308043287607264,1.27025949006122,3.77372577179668,"inpatient ward h"
"3826","resultnegative_resultpositive",0,0,0,0,0,"inpatient ward i"
"3827","resultnegative_pan_day",0,0,0,0,0,"inpatient ward i"
"3828","resultnegative_age",0,0,0,0,0,"inpatient ward i"
"3829","resultnegative_gendermale",0,0,0,0,0,"inpatient ward i"
"3830","resultnegative_demo_groupother adult",0,0,0,0,0,"inpatient ward i"
"3831","resultnegative_demo_grouppatient",0,0,0,0,0,"inpatient ward i"
"3832","resultnegative_payor_groupcommercial",0,0,0,0,0,"inpatient ward i"
"3833","resultnegative_payor_groupgovernment",0,0,0,0,0,"inpatient ward i"
"3834","resultnegative_payor_groupmedical assistance",0,0,0,0,0,"inpatient ward i"
"3835","resultnegative_payor_groupother",0,0,0,0,0,"inpatient ward i"
"3836","resultnegative_payor_groupself pay",0,0,0,0,0,"inpatient ward i"
"3837","resultnegative_patient_classemergency",0,0,0,0,0,"inpatient ward i"
"3838","resultnegative_patient_classoutpatient",0,0,0,0,0,"inpatient ward i"
"3839","resultnegative_drive_thru_ind",0,0,0,0,0,"inpatient ward i"
"3840","resultnegative_std_pan_day",0,0,0,0,0,"inpatient ward i"
"3841","resultnegative_std_age",0,0,0,0,0,"inpatient ward i"
"3842","resultnegative_std_drive_thru_ind",0,0,0,0,0,"inpatient ward i"
"3843","resultpositive_pan_day",0,0,0,0,0,"inpatient ward i"
"3844","resultpositive_age",0,0,0,0,0,"inpatient ward i"
"3845","resultpositive_gendermale",0,0,0,0,0,"inpatient ward i"
"3846","resultpositive_demo_groupother adult",0,0,0,0,0,"inpatient ward i"
"3847","resultpositive_demo_grouppatient",0,0,0,0,0,"inpatient ward i"
"3848","resultpositive_payor_groupcommercial",0,0,0,0,0,"inpatient ward i"
"3849","resultpositive_payor_groupgovernment",0,0,0,0,0,"inpatient ward i"
"3850","resultpositive_payor_groupmedical assistance",0,0,0,0,0,"inpatient ward i"
"3851","resultpositive_payor_groupother",0,0,0,0,0,"inpatient ward i"
"3852","resultpositive_payor_groupself pay",0,0,0,0,0,"inpatient ward i"
"3853","resultpositive_patient_classemergency",0,0,0,0,0,"inpatient ward i"
"3854","resultpositive_patient_classoutpatient",0,0,0,0,0,"inpatient ward i"
"3855","resultpositive_drive_thru_ind",0,0,0,0,0,"inpatient ward i"
"3856","resultpositive_std_pan_day",0,0,0,0,0,"inpatient ward i"
"3857","resultpositive_std_age",0,0,0,0,0,"inpatient ward i"
"3858","resultpositive_std_drive_thru_ind",0,0,0,0,0,"inpatient ward i"
"3859","pan_day_age",-0.0746602407745622,0.119235698405017,0.329195365374606,0.930617914727168,0.276577861652798,"inpatient ward i"
"3860","pan_day_gendermale",-0.00078331182707059,-0.00287942087957832,0.04780594400464,0.245061824558662,0.00654554067804141,"inpatient ward i"
"3861","pan_day_demo_groupother adult",0,0,0,0,0,"inpatient ward i"
"3862","pan_day_demo_grouppatient",0,0,0,0,0,"inpatient ward i"
"3863","pan_day_payor_groupcommercial",0.0667799739278772,0.00405214136961579,-0.0104204761187457,0.252578908439395,0.00692416234684674,"inpatient ward i"
"3864","pan_day_payor_groupgovernment",-0.0670138164377374,0.00449310262926023,-0.027661517732092,0.252433524500917,-0.0115697392703451,"inpatient ward i"
"3865","pan_day_payor_groupmedical assistance",0,0,0,0,0,"inpatient ward i"
"3866","pan_day_payor_groupother",0,0,0,0,0,"inpatient ward i"
"3867","pan_day_payor_groupself pay",-0.00683773209265332,0.00132798549771837,-8.26916229110965e-05,0.000301130552402081,0.00131856862332979,"inpatient ward i"
"3868","pan_day_patient_classemergency",0,0,0,0,0,"inpatient ward i"
"3869","pan_day_patient_classoutpatient",0,0,0,0,0,"inpatient ward i"
"3870","pan_day_drive_thru_ind",-0.0170951317716332,-0.23089677934628,-0.190653656420956,0.908870362951076,-1.08955362134838,"inpatient ward i"
"3871","pan_day_std_pan_day",0.0182866484759446,0.0182866484759446,1.69160029752073,1.69160029752073,1.69160029752073,"inpatient ward i"
"3872","pan_day_std_age",-0.0746602407745621,0.119235698405017,0.329195365374605,0.930617914727167,0.276577861652798,"inpatient ward i"
"3873","pan_day_std_drive_thru_ind",-0.0170951317716332,-0.23089677934628,-0.190653656420956,0.908870362951076,-1.08955362134838,"inpatient ward i"
"3874","age_gendermale",-0.179853495436721,0.0103163495365559,-0.461619312344537,0.265526988399765,-0.0234512731429209,"inpatient ward i"
"3875","age_demo_groupother adult",0,0,0,0,0,"inpatient ward i"
"3876","age_demo_grouppatient",0,0,0,0,0,"inpatient ward i"
"3877","age_payor_groupcommercial",-0.116815393161671,-0.00911315133140143,-0.31504303171688,0.223728207896752,-0.0155722452783005,"inpatient ward i"
"3878","age_payor_groupgovernment",0.141628691102479,-0.00490335028250447,0.353492483439228,0.231569273746895,0.012626126977449,"inpatient ward i"
"3879","age_payor_groupmedical assistance",0,0,0,0,0,"inpatient ward i"
"3880","age_payor_groupother",0,0,0,0,0,"inpatient ward i"
"3881","age_payor_groupself pay",-0.00457840144498634,0.00417658079468656,-0.00855147343232768,0.00252818504795953,0.00414696425385467,"inpatient ward i"
"3882","age_patient_classemergency",0,0,0,0,0,"inpatient ward i"
"3883","age_patient_classoutpatient",0,0,0,0,0,"inpatient ward i"
"3884","age_drive_thru_ind",0.0612232278839952,0.0616678020293054,0.182039463714829,1.26115111137957,0.290997463073568,"inpatient ward i"
"3885","age_std_pan_day",0.119235698405017,-0.0746602407745622,0.276577861652798,0.930617914727168,0.329195365374606,"inpatient ward i"
"3886","age_std_age",1.40594048266908,1.40594048266908,3.75910562892117,3.75910562892117,3.75910562892117,"inpatient ward i"
"3887","age_std_drive_thru_ind",0.0612232278839952,0.0616678020293054,0.182039463714829,1.26115111137957,0.290997463073568,"inpatient ward i"
"3888","gendermale_demo_groupother adult",0,0,0,0,0,"inpatient ward i"
"3889","gendermale_demo_grouppatient",0,0,0,0,0,"inpatient ward i"
"3890","gendermale_payor_groupcommercial",-0.000921282798833826,0.0012667638483965,0.00209427321949188,0.0600156913785923,0.00216460329029571,"inpatient ward i"
"3891","gendermale_payor_groupgovernment",0.00155102040816325,0.00135714285714285,-0.00352580174927114,0.0609117346938775,-0.00349464285714285,"inpatient ward i"
"3892","gendermale_payor_groupmedical assistance",0,0,0,0,0,"inpatient ward i"
"3893","gendermale_payor_groupother",0,0,0,0,0,"inpatient ward i"
"3894","gendermale_payor_groupself pay",0.000454810495626822,-0.00392274052478134,-0.00103388171595169,0.00219811536859642,-0.00389492399000417,"inpatient ward i"
"3895","gendermale_patient_classemergency",0,0,0,0,0,"inpatient ward i"
"3896","gendermale_patient_classoutpatient",0,0,0,0,0,"inpatient ward i"
"3897","gendermale_drive_thru_ind",-0.00263916836354848,0.103872474362879,0.00599939522642361,0.233101163279811,0.490152486842453,"inpatient ward i"
"3898","gendermale_std_pan_day",-0.00287942087957831,-0.000783311827070588,0.00654554067804141,0.245061824558662,0.04780594400464,"inpatient ward i"
"3899","gendermale_std_age",0.0103163495365559,-0.179853495436721,-0.0234512731429209,0.265526988399765,-0.461619312344537,"inpatient ward i"
"3900","gendermale_std_drive_thru_ind",-0.00263916836354848,0.103872474362879,0.00599939522642361,0.233101163279811,0.490152486842453,"inpatient ward i"
"3901","demo_groupother adult_demo_grouppatient",0,0,0,0,0,"inpatient ward i"
"3902","demo_groupother adult_payor_groupcommercial",0,0,0,0,0,"inpatient ward i"
"3903","demo_groupother adult_payor_groupgovernment",0,0,0,0,0,"inpatient ward i"
"3904","demo_groupother adult_payor_groupmedical assistance",0,0,0,0,0,"inpatient ward i"
"3905","demo_groupother adult_payor_groupother",0,0,0,0,0,"inpatient ward i"
"3906","demo_groupother adult_payor_groupself pay",0,0,0,0,0,"inpatient ward i"
"3907","demo_groupother adult_patient_classemergency",0,0,0,0,0,"inpatient ward i"
"3908","demo_groupother adult_patient_classoutpatient",0,0,0,0,0,"inpatient ward i"
"3909","demo_groupother adult_drive_thru_ind",0,0,0,0,0,"inpatient ward i"
"3910","demo_groupother adult_std_pan_day",0,0,0,0,0,"inpatient ward i"
"3911","demo_groupother adult_std_age",0,0,0,0,0,"inpatient ward i"
"3912","demo_groupother adult_std_drive_thru_ind",0,0,0,0,0,"inpatient ward i"
"3913","demo_grouppatient_payor_groupcommercial",0,0,0,0,0,"inpatient ward i"
"3914","demo_grouppatient_payor_groupgovernment",0,0,0,0,0,"inpatient ward i"
"3915","demo_grouppatient_payor_groupmedical assistance",0,0,0,0,0,"inpatient ward i"
"3916","demo_grouppatient_payor_groupother",0,0,0,0,0,"inpatient ward i"
"3917","demo_grouppatient_payor_groupself pay",0,0,0,0,0,"inpatient ward i"
"3918","demo_grouppatient_patient_classemergency",0,0,0,0,0,"inpatient ward i"
"3919","demo_grouppatient_patient_classoutpatient",0,0,0,0,0,"inpatient ward i"
"3920","demo_grouppatient_drive_thru_ind",0,0,0,0,0,"inpatient ward i"
"3921","demo_grouppatient_std_pan_day",0,0,0,0,0,"inpatient ward i"
"3922","demo_grouppatient_std_age",0,0,0,0,0,"inpatient ward i"
"3923","demo_grouppatient_std_drive_thru_ind",0,0,0,0,0,"inpatient ward i"
"3924","payor_groupcommercial_payor_groupgovernment",-0.0364234693877551,0.0231785714285714,-0.062239194606414,0.0639894132653061,-0.0596848214285714,"inpatient ward i"
"3925","payor_groupcommercial_payor_groupmedical assistance",0,0,0,0,0,"inpatient ward i"
"3926","payor_groupcommercial_payor_groupother",0,0,0,0,0,"inpatient ward i"
"3927","payor_groupcommercial_payor_groupself pay",-0.000473032069970845,-0.00296720116618076,-0.000808301228654727,0.00126290347771762,-0.00294616045397751,"inpatient ward i"
"3928","payor_groupcommercial_patient_classemergency",0,0,0,0,0,"inpatient ward i"
"3929","payor_groupcommercial_patient_classoutpatient",0,0,0,0,0,"inpatient ward i"
"3930","payor_groupcommercial_drive_thru_ind",0.0136476559669369,0.390650827495177,0.02332065368636,0.303472899714257,1.8433995700814,"inpatient ward i"
"3931","payor_groupcommercial_std_pan_day",0.0040521413696158,0.0667799739278772,0.00692416234684674,0.252578908439395,-0.0104204761187457,"inpatient ward i"
"3932","payor_groupcommercial_std_age",-0.00911315133140142,-0.116815393161671,-0.0155722452783005,0.223728207896752,-0.31504303171688,"inpatient ward i"
"3933","payor_groupcommercial_std_drive_thru_ind",0.0136476559669369,0.390650827495177,0.02332065368636,0.303472899714257,1.8433995700814,"inpatient ward i"
"3934","payor_groupgovernment_payor_groupmedical assistance",0,0,0,0,0,"inpatient ward i"
"3935","payor_groupgovernment_payor_groupother",0,0,0,0,0,"inpatient ward i"
"3936","payor_groupgovernment_payor_groupself pay",0.000392857142857143,-0.00387244897959184,-0.00101160714285714,0.00214247448979592,-0.00384498906705539,"inpatient ward i"
"3937","payor_groupgovernment_patient_classemergency",0,0,0,0,0,"inpatient ward i"
"3938","payor_groupgovernment_patient_classoutpatient",0,0,0,0,0,"inpatient ward i"
"3939","payor_groupgovernment_drive_thru_ind",0.00808245311336724,-0.363553660270078,-0.0208123167669206,0.282087508884151,-1.71553370394859,"inpatient ward i"
"3940","payor_groupgovernment_std_pan_day",0.00449310262926024,-0.0670138164377374,-0.0115697392703451,0.252433524500917,-0.0276615177320921,"inpatient ward i"
"3941","payor_groupgovernment_std_age",-0.00490335028250446,0.141628691102479,0.012626126977449,0.231569273746895,0.353492483439228,"inpatient ward i"
"3942","payor_groupgovernment_std_drive_thru_ind",0.00808245311336724,-0.363553660270078,-0.0208123167669206,0.282087508884151,-1.71553370394859,"inpatient ward i"
"3943","payor_groupmedical assistance_payor_groupother",0,0,0,0,0,"inpatient ward i"
"3944","payor_groupmedical assistance_payor_groupself pay",0,0,0,0,0,"inpatient ward i"
"3945","payor_groupmedical assistance_patient_classemergency",0,0,0,0,0,"inpatient ward i"
"3946","payor_groupmedical assistance_patient_classoutpatient",0,0,0,0,0,"inpatient ward i"
"3947","payor_groupmedical assistance_drive_thru_ind",0,0,0,0,0,"inpatient ward i"
"3948","payor_groupmedical assistance_std_pan_day",0,0,0,0,0,"inpatient ward i"
"3949","payor_groupmedical assistance_std_age",0,0,0,0,0,"inpatient ward i"
"3950","payor_groupmedical assistance_std_drive_thru_ind",0,0,0,0,0,"inpatient ward i"
"3951","payor_groupother_payor_groupself pay",0,0,0,0,0,"inpatient ward i"
"3952","payor_groupother_patient_classemergency",0,0,0,0,0,"inpatient ward i"
"3953","payor_groupother_patient_classoutpatient",0,0,0,0,0,"inpatient ward i"
"3954","payor_groupother_drive_thru_ind",0,0,0,0,0,"inpatient ward i"
"3955","payor_groupother_std_pan_day",0,0,0,0,0,"inpatient ward i"
"3956","payor_groupother_std_age",0,0,0,0,0,"inpatient ward i"
"3957","payor_groupother_std_drive_thru_ind",0,0,0,0,0,"inpatient ward i"
"3958","payor_groupself pay_patient_classemergency",0,0,0,0,0,"inpatient ward i"
"3959","payor_groupself pay_patient_classoutpatient",0,0,0,0,0,"inpatient ward i"
"3960","payor_groupself pay_drive_thru_ind",-0.00148453220449602,-0.00677429180627475,-0.00147400524217636,0.000363664548975241,-0.0319664665332035,"inpatient ward i"
"3961","payor_groupself pay_std_pan_day",0.00132798549771837,-0.00683773209265332,0.00131856862332979,0.000301130552402081,-8.26916229110975e-05,"inpatient ward i"
"3962","payor_groupself pay_std_age",0.00417658079468656,-0.00457840144498634,0.00414696425385467,0.00252818504795953,-0.00855147343232768,"inpatient ward i"
"3963","payor_groupself pay_std_drive_thru_ind",-0.00148453220449602,-0.00677429180627475,-0.00147400524217636,0.00036366454897524,-0.0319664665332035,"inpatient ward i"
"3964","patient_classemergency_patient_classoutpatient",0,0,0,0,0,"inpatient ward i"
"3965","patient_classemergency_drive_thru_ind",0,0,0,0,0,"inpatient ward i"
"3966","patient_classemergency_std_pan_day",0,0,0,0,0,"inpatient ward i"
"3967","patient_classemergency_std_age",0,0,0,0,0,"inpatient ward i"
"3968","patient_classemergency_std_drive_thru_ind",0,0,0,0,0,"inpatient ward i"
"3969","patient_classoutpatient_drive_thru_ind",0,0,0,0,0,"inpatient ward i"
"3970","patient_classoutpatient_std_pan_day",0,0,0,0,0,"inpatient ward i"
"3971","patient_classoutpatient_std_age",0,0,0,0,0,"inpatient ward i"
"3972","patient_classoutpatient_std_drive_thru_ind",0,0,0,0,0,"inpatient ward i"
"3973","drive_thru_ind_std_pan_day",-0.23089677934628,-0.0170951317716332,-1.08955362134838,0.908870362951076,-0.190653656420956,"inpatient ward i"
