"","resultnegative","resultpositive","pan_day","age","gendermale","demo_groupother adult","demo_grouppatient","payor_groupcommercial","payor_groupgovernment","payor_groupmedical assistance","payor_groupother","payor_groupself pay","patient_classemergency","patient_classoutpatient","drive_thru_ind","std_pan_day","std_age","std_drive_thru_ind","clinic_name"
"age.18",0.0516249872786312,-0.0516249872786312,0.332034150295555,1,0.0184441313789868,0,0,0.0212225091107184,-0.040915023378571,0,0,0.0196925142678526,0,0,0.145071172150929,0.332034150295555,1,0.145071172150929,"inpatient ward b"
"gendermale.18",-0.00854430379746835,0.00854430379746835,-0.00177697839861685,0.0184441313789868,0.240348101265823,0,0,0.00791139240506329,-0.0156645569620253,0,0,0.00775316455696203,0,0,0.0808241902449524,-0.00177697839861685,0.0184441313789868,0.0808241902449524,"inpatient ward b"
"demo_groupother.adult.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward b"
"demo_grouppatient.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward b"
"payor_groupcommercial.18",0.0348101265822785,-0.0348101265822785,0.054730934677399,0.0212225091107184,0.00791139240506329,0,0,0.237341772151899,-0.229430379746835,0,0,-0.00791139240506329,0,0,0.0285261847923361,0.054730934677399,0.0212225091107183,0.0285261847923361,"inpatient ward b"
"payor_groupgovernment.18",-0.0357594936708861,0.0357594936708861,-0.0655112702956746,-0.040915023378571,-0.0156645569620253,0,0,-0.229430379746835,0.234018987341772,0,0,-0.00458860759493671,0,0,-0.0237718206602801,-0.0655112702956746,-0.040915023378571,-0.0237718206602801,"inpatient ward b"
"payor_groupmedical.assistance.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward b"
"payor_groupother.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward b"
"payor_groupself.pay.18",0.000949367088607595,-0.000949367088607595,0.0107803356182756,0.0196925142678526,0.00775316455696203,0,0,-0.00791139240506329,-0.00458860759493671,0,0,0.0125,0,0,-0.00475436413205602,0.0107803356182756,0.0196925142678526,-0.00475436413205602,"inpatient ward b"
"patient_classemergency.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward b"
"patient_classoutpatient.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward b"
"drive_thru_ind.18",0.0285261847923361,-0.0285261847923361,0.184386944773596,0.145071172150929,0.0808241902449524,0,0,0.0285261847923361,-0.0237718206602801,0,0,-0.00475436413205602,0,0,1,0.184386944773596,0.145071172150929,1,"inpatient ward b"
"std_pan_day.18",0.0262992802995294,-0.0262992802995294,1,0.332034150295555,-0.00177697839861685,0,0,0.054730934677399,-0.0655112702956746,0,0,0.0107803356182756,0,0,0.184386944773596,1,0.332034150295555,0.184386944773596,"inpatient ward b"
"std_age.18",0.0516249872786312,-0.0516249872786312,0.332034150295555,1,0.0184441313789868,0,0,0.0212225091107183,-0.040915023378571,0,0,0.0196925142678526,0,0,0.145071172150929,0.332034150295555,1,0.145071172150929,"inpatient ward b"
"std_drive_thru_ind.18",0.0285261847923361,-0.0285261847923361,0.184386944773596,0.145071172150929,0.0808241902449524,0,0,0.0285261847923361,-0.0237718206602801,0,0,-0.00475436413205602,0,0,1,0.184386944773596,0.145071172150929,1,"inpatient ward b"
"resultnegative.19",0.0516233766233766,-0.0516233766233766,-0.0262416717298049,0.0332262718397893,0.0224025974025974,0,0,0.0204545454545455,-0.0204545454545455,0,0,0,0,0,0.0149925056203166,-0.0262416717298049,0.0332262718397893,0.0149925056203166,"inpatient ward c"
"resultpositive.19",-0.0516233766233766,0.0516233766233766,0.0262416717298049,-0.0332262718397893,-0.0224025974025974,0,0,-0.0204545454545455,0.0204545454545455,0,0,0,0,0,-0.0149925056203166,0.0262416717298049,-0.0332262718397893,-0.0149925056203166,"inpatient ward c"
"pan_day.19",-0.0262416717298049,0.0262416717298049,1,0.329216230927741,0.0209737459242364,0,0,-0.0930267807028795,0.0930267807028795,0,0,0,0,0,-0.164013902383759,1,0.329216230927741,-0.164013902383759,"inpatient ward c"
"age.19",0.0332262718397893,-0.0332262718397893,0.329216230927741,1,-0.00998569932419873,0,0,-0.0106829164996664,0.0106829164996664,0,0,0,0,0,0.13891692939198,0.329216230927741,1,0.13891692939198,"inpatient ward c"
"gendermale.19",0.0224025974025974,-0.0224025974025974,0.0209737459242364,-0.00998569932419873,0.246428571428571,0,0,0.025,-0.025,0,0,0,0,0,-0.114942543089094,0.0209737459242364,-0.00998569932419873,-0.114942543089094,"inpatient ward c"
"demo_groupother.adult.19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward c"
"demo_grouppatient.19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward c"
"payor_groupcommercial.19",0.0204545454545455,-0.0204545454545455,-0.0930267807028795,-0.0106829164996664,0.025,0,0,0.238636363636364,-0.238636363636364,0,0,0,0,0,0.17491256557036,-0.0930267807028795,-0.0106829164996664,0.17491256557036,"inpatient ward c"
"payor_groupgovernment.19",-0.0204545454545455,0.0204545454545455,0.0930267807028795,0.0106829164996664,-0.025,0,0,-0.238636363636364,0.238636363636364,0,0,0,0,0,-0.17491256557036,0.0930267807028795,0.0106829164996664,-0.17491256557036,"inpatient ward c"
"payor_groupmedical.assistance.19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward c"
"payor_groupother.19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward c"
"payor_groupself.pay.19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward c"
"patient_classemergency.19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward c"
"patient_classoutpatient.19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward c"
"drive_thru_ind.19",0.0149925056203166,-0.0149925056203166,-0.164013902383759,0.13891692939198,-0.114942543089094,0,0,0.17491256557036,-0.17491256557036,0,0,0,0,0,1,-0.164013902383759,0.13891692939198,1,"inpatient ward c"
"std_pan_day.19",-0.0262416717298049,0.0262416717298049,1,0.329216230927741,0.0209737459242364,0,0,-0.0930267807028795,0.0930267807028795,0,0,0,0,0,-0.164013902383759,1,0.329216230927742,-0.164013902383759,"inpatient ward c"
"std_age.19",0.0332262718397893,-0.0332262718397893,0.329216230927741,1,-0.00998569932419873,0,0,-0.0106829164996664,0.0106829164996664,0,0,0,0,0,0.13891692939198,0.329216230927742,1,0.13891692939198,"inpatient ward c"
"std_drive_thru_ind.19",0.0149925056203166,-0.0149925056203166,-0.164013902383759,0.13891692939198,-0.114942543089094,0,0,0.17491256557036,-0.17491256557036,0,0,0,0,0,1,-0.164013902383759,0.13891692939198,1,"inpatient ward c"
"resultnegative.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward d"
"resultpositive.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward d"
"pan_day.20",0,0,1,0.222546780635837,0.100688973426301,0,0,-0.0316493553103648,0.0316493553103648,0,0,0,0,-0.0371820433627406,-0.0204133955710292,1,0.222546780635837,-0.0204133955710292,"inpatient ward d"
"age.20",0,0,0.222546780635837,1,0.071398325507134,0,0,0.0954302663305832,-0.0954302663305832,0,0,0,0,0.150088664720592,-0.10728763975387,0.222546780635837,1,-0.10728763975387,"inpatient ward d"
"gendermale.20",0,0,0.100688973426301,0.071398325507134,0.252100840336134,0,0,0.0294117647058824,-0.0294117647058824,0,0,0,0,-0.0168067226890756,0.0745724342407515,0.100688973426301,0.071398325507134,0.0745724342407515,"inpatient ward d"
"demo_groupother.adult.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward d"
"demo_grouppatient.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward d"
"payor_groupcommercial.20",0,0,-0.0316493553103648,0.0954302663305832,0.0294117647058824,0,0,0.247058823529412,-0.247058823529412,0,0,0,0,0.0588235294117647,0.104401407937052,-0.0316493553103648,0.0954302663305832,0.104401407937052,"inpatient ward d"
"payor_groupgovernment.20",0,0,0.0316493553103648,-0.0954302663305832,-0.0294117647058824,0,0,-0.247058823529412,0.247058823529412,0,0,0,0,-0.0588235294117647,-0.104401407937052,0.0316493553103648,-0.0954302663305832,-0.104401407937052,"inpatient ward d"
"payor_groupmedical.assistance.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward d"
"payor_groupother.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward d"
"payor_groupself.pay.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward d"
"patient_classemergency.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward d"
"patient_classoutpatient.20",0,0,-0.0371820433627406,0.150088664720592,-0.0168067226890756,0,0,0.0588235294117647,-0.0588235294117647,0,0,0,0,0.252100840336134,-0.0745724342407515,-0.0371820433627406,0.150088664720592,-0.0745724342407515,"inpatient ward d"
"drive_thru_ind.20",0,0,-0.0204133955710292,-0.10728763975387,0.0745724342407515,0,0,0.104401407937052,-0.104401407937052,0,0,0,0,-0.0745724342407515,1,-0.0204133955710292,-0.10728763975387,1,"inpatient ward d"
"std_pan_day.20",0,0,1,0.222546780635837,0.100688973426301,0,0,-0.0316493553103648,0.0316493553103648,0,0,0,0,-0.0371820433627406,-0.0204133955710292,1,0.222546780635837,-0.0204133955710292,"inpatient ward d"
"std_age.20",0,0,0.222546780635837,1,0.071398325507134,0,0,0.0954302663305832,-0.0954302663305832,0,0,0,0,0.150088664720592,-0.10728763975387,0.222546780635837,1,-0.10728763975387,"inpatient ward d"
"std_drive_thru_ind.20",0,0,-0.0204133955710292,-0.10728763975387,0.0745724342407515,0,0,0.104401407937052,-0.104401407937052,0,0,0,0,-0.0745724342407515,1,-0.0204133955710292,-0.10728763975387,1,"inpatient ward d"
"resultnegative.21",0.0317292437863564,-0.0317292437863564,0.0301634098325092,0.015260771762574,-0.0169222633527234,0,0,-0.00317292437863564,0.00264410364886304,0,0,0,0,0,-0.0397786564416975,0.0301634098325092,0.015260771762574,-0.0397786564416976,"inpatient ward e"
"resultpositive.21",-0.0317292437863564,0.0317292437863564,-0.0301634098325092,-0.015260771762574,0.0169222633527234,0,0,0.00317292437863564,-0.00264410364886304,0,0,0,0,0,0.0397786564416975,-0.0301634098325092,-0.015260771762574,0.0397786564416976,"inpatient ward e"
"pan_day.21",0.0301634098325092,-0.0301634098325092,1,0.410694539993878,-0.0246631384743424,0,0,0.0725898801842053,-0.0702507968130276,0,0,0,0,0,0.0780053802491228,1,0.410694539993878,0.0780053802491228,"inpatient ward e"
"age.21",0.015260771762574,-0.015260771762574,0.410694539993878,1,0.0612041892474058,0,0,-0.117209171224453,0.118029327864284,0,0,0,0,0,0.102959979941365,0.410694539993878,1,0.102959979941365,"inpatient ward e"
"gendermale.21",-0.0169222633527234,0.0169222633527234,-0.0246631384743424,0.0612041892474058,0.253833950290851,0,0,-0.00158646218931782,0.00951877313590693,0,0,0,0,0,-0.0198893282208488,-0.0246631384743424,0.0612041892474058,-0.0198893282208488,"inpatient ward e"
"demo_groupother.adult.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward e"
"demo_grouppatient.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward e"
"payor_groupcommercial.21",-0.00317292437863564,0.00317292437863564,0.0725898801842053,-0.117209171224453,-0.00158646218931782,0,0,0.244579587519831,-0.237969328397673,0,0,0,0,0,0.0604967066717484,0.0725898801842053,-0.117209171224453,0.0604967066717484,"inpatient ward e"
"payor_groupgovernment.21",0.00264410364886304,-0.00264410364886304,-0.0702507968130276,0.118029327864284,0.00951877313590693,0,0,-0.237969328397673,0.24748810153358,0,0,0,0,0,-0.0546956526073341,-0.0702507968130276,0.118029327864284,-0.0546956526073341,"inpatient ward e"
"payor_groupmedical.assistance.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward e"
"payor_groupother.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward e"
"payor_groupself.pay.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward e"
"patient_classemergency.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward e"
"patient_classoutpatient.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward e"
"drive_thru_ind.21",-0.0397786564416975,0.0397786564416975,0.0780053802491228,0.102959979941365,-0.0198893282208488,0,0,0.0604967066717484,-0.0546956526073341,0,0,0,0,0,1,0.0780053802491228,0.102959979941365,1,"inpatient ward e"
"std_pan_day.21",0.0301634098325092,-0.0301634098325092,1,0.410694539993878,-0.0246631384743424,0,0,0.0725898801842053,-0.0702507968130276,0,0,0,0,0,0.0780053802491228,1,0.410694539993878,0.0780053802491228,"inpatient ward e"
"std_age.21",0.015260771762574,-0.015260771762574,0.410694539993878,1,0.0612041892474058,0,0,-0.117209171224453,0.118029327864284,0,0,0,0,0,0.102959979941365,0.410694539993878,1,0.102959979941365,"inpatient ward e"
"std_drive_thru_ind.21",-0.0397786564416976,0.0397786564416976,0.0780053802491228,0.102959979941365,-0.0198893282208488,0,0,0.0604967066717484,-0.0546956526073341,0,0,0,0,0,1,0.0780053802491228,0.102959979941365,1,"inpatient ward e"
"resultnegative.22",0.0797101449275362,-0.0797101449275362,0.0479073019748907,0.0315815541281045,-0.0036231884057971,0,0,0.0144927536231884,-0.0181159420289855,0,0,0,0,0,-0.0761386987626881,0.0479073019748907,0.0315815541281045,-0.0761386987626881,"inpatient ward f"
"resultpositive.22",-0.0797101449275362,0.0797101449275362,-0.0479073019748907,-0.0315815541281045,0.0036231884057971,0,0,-0.0144927536231884,0.0181159420289855,0,0,0,0,0,0.0761386987626881,-0.0479073019748907,-0.0315815541281045,0.0761386987626881,"inpatient ward f"
"pan_day.22",0.0479073019748907,-0.0479073019748907,1,0.541408688129272,0.128054923386937,0,0,0.0378079248018056,0.012559481869093,0,0,0,0,0,0.0176859290342627,1,0.541408688129272,0.0176859290342627,"inpatient ward f"
"age.22",0.0315815541281045,-0.0315815541281045,0.541408688129272,1,0.130837867102147,0,0,-0.0360932047178337,0.0586514576664798,0,0,0,0,0,-0.237022731569989,0.541408688129272,1,-0.237022731569989,"inpatient ward f"
"gendermale.22",-0.0036231884057971,0.0036231884057971,0.128054923386937,0.130837867102147,0.259057971014493,0,0,0.0289855072463768,-0.00905797101449275,0,0,0,0,0,0.019034674690672,0.128054923386938,0.130837867102147,0.019034674690672,"inpatient ward f"
"demo_groupother.adult.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward f"
"demo_grouppatient.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward f"
"payor_groupcommercial.22",0.0144927536231884,-0.0144927536231884,0.0378079248018056,-0.0360932047178337,0.0289855072463768,0,0,0.231884057971014,-0.202898550724638,0,0,0,0,0,0.152277397525376,0.0378079248018056,-0.0360932047178337,0.152277397525376,"inpatient ward f"
"payor_groupgovernment.22",-0.0181159420289855,0.0181159420289855,0.012559481869093,0.0586514576664798,-0.00905797101449275,0,0,-0.202898550724638,0.215579710144928,0,0,0,0,0,-0.133242722834704,0.012559481869093,0.0586514576664798,-0.133242722834704,"inpatient ward f"
"payor_groupmedical.assistance.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward f"
"payor_groupother.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward f"
"payor_groupself.pay.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward f"
"patient_classemergency.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward f"
"patient_classoutpatient.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward f"
"drive_thru_ind.22",-0.0761386987626881,0.0761386987626881,0.0176859290342627,-0.237022731569989,0.019034674690672,0,0,0.152277397525376,-0.133242722834704,0,0,0,0,0,1,0.0176859290342627,-0.237022731569989,1,"inpatient ward f"
"std_pan_day.22",0.0479073019748907,-0.0479073019748907,1,0.541408688129272,0.128054923386938,0,0,0.0378079248018056,0.012559481869093,0,0,0,0,0,0.0176859290342627,1,0.541408688129272,0.0176859290342627,"inpatient ward f"
"std_age.22",0.0315815541281045,-0.0315815541281045,0.541408688129272,1,0.130837867102147,0,0,-0.0360932047178337,0.0586514576664798,0,0,0,0,0,-0.237022731569989,0.541408688129272,1,-0.237022731569989,"inpatient ward f"
"std_drive_thru_ind.22",-0.0761386987626881,0.0761386987626881,0.0176859290342627,-0.237022731569989,0.019034674690672,0,0,0.152277397525376,-0.133242722834704,0,0,0,0,0,1,0.0176859290342627,-0.237022731569989,1,"inpatient ward f"
"resultnegative.23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward g"
"resultpositive.23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward g"
"pan_day.23",0,0,1,0.105459857635993,0.0433934355675274,0,0,0.113389818013448,-0.113389818013448,0,0,0,0,0,0,1,0.105459857635993,0,"inpatient ward g"
"age.23",0,0,0.105459857635993,1,0.199958636419764,0,0,0.0884366781860777,-0.0884366781860777,0,0,0,0,0,0,0.105459857635993,1,0,"inpatient ward g"
"gendermale.23",0,0,0.0433934355675274,0.199958636419764,0.251572327044025,0,0,0.117400419287212,-0.117400419287212,0,0,0,0,0,0,0.0433934355675274,0.199958636419764,0,"inpatient ward g"
"demo_groupother.adult.23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward g"
"demo_grouppatient.23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward g"
"payor_groupcommercial.23",0,0,0.113389818013448,0.0884366781860777,0.117400419287212,0,0,0.249126484975542,-0.249126484975542,0,0,0,0,0,0,0.113389818013448,0.0884366781860776,0,"inpatient ward g"
"payor_groupgovernment.23",0,0,-0.113389818013448,-0.0884366781860777,-0.117400419287212,0,0,-0.249126484975542,0.249126484975542,0,0,0,0,0,0,-0.113389818013448,-0.0884366781860776,0,"inpatient ward g"
"payor_groupmedical.assistance.23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward g"
"payor_groupother.23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward g"
"payor_groupself.pay.23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward g"
"patient_classemergency.23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward g"
"patient_classoutpatient.23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward g"
"drive_thru_ind.23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward g"
"std_pan_day.23",0,0,1,0.105459857635993,0.0433934355675274,0,0,0.113389818013448,-0.113389818013448,0,0,0,0,0,0,1,0.105459857635993,0,"inpatient ward g"
"std_age.23",0,0,0.105459857635993,1,0.199958636419764,0,0,0.0884366781860776,-0.0884366781860776,0,0,0,0,0,0,0.105459857635993,1,0,"inpatient ward g"
"std_drive_thru_ind.23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward g"
"resultnegative.24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward h"
"resultpositive.24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward h"
"pan_day.24",0,0,1,0.208685776460151,0.0528433225290874,0,0,0.0257355214394557,-0.0257355214394557,0,0,0,0,0,0.126445210051665,1,0.208685776460151,0.126445210051665,"inpatient ward h"
"age.24",0,0,0.208685776460151,1,0.0977720185083268,0,0,-0.0176815049541521,0.0176815049541521,0,0,0,0,0,0.158365954821128,0.208685776460151,1,0.158365954821128,"inpatient ward h"
"gendermale.24",0,0,0.0528433225290874,0.0977720185083268,0.248534798534799,0,0,-0.00805860805860806,0.00805860805860806,0,0,0,0,0,0.11235955259929,0.0528433225290874,0.0977720185083268,0.11235955259929,"inpatient ward h"
"demo_groupother.adult.24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward h"
"demo_grouppatient.24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward h"
"payor_groupcommercial.24",0,0,0.0257355214394557,-0.0176815049541521,-0.00805860805860806,0,0,0.244139194139194,-0.244139194139194,0,0,0,0,0,-0.0818891654537199,0.0257355214394557,-0.0176815049541521,-0.0818891654537199,"inpatient ward h"
"payor_groupgovernment.24",0,0,-0.0257355214394557,0.0176815049541521,0.00805860805860806,0,0,-0.244139194139194,0.244139194139194,0,0,0,0,0,0.0818891654537199,-0.0257355214394557,0.0176815049541521,0.0818891654537199,"inpatient ward h"
"payor_groupmedical.assistance.24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward h"
"payor_groupother.24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward h"
"payor_groupself.pay.24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward h"
"patient_classemergency.24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward h"
"patient_classoutpatient.24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward h"
"drive_thru_ind.24",0,0,0.126445210051665,0.158365954821128,0.11235955259929,0,0,-0.0818891654537199,0.0818891654537199,0,0,0,0,0,1,0.126445210051665,0.158365954821128,1,"inpatient ward h"
"std_pan_day.24",0,0,1,0.208685776460151,0.0528433225290874,0,0,0.0257355214394557,-0.0257355214394557,0,0,0,0,0,0.126445210051665,1,0.208685776460151,0.126445210051665,"inpatient ward h"
"std_age.24",0,0,0.208685776460151,1,0.0977720185083268,0,0,-0.0176815049541521,0.0176815049541521,0,0,0,0,0,0.158365954821128,0.208685776460151,1,0.158365954821128,"inpatient ward h"
"std_drive_thru_ind.24",0,0,0.126445210051665,0.158365954821128,0.11235955259929,0,0,-0.0818891654537199,0.0818891654537199,0,0,0,0,0,1,0.126445210051665,0.158365954821128,1,"inpatient ward h"
"resultnegative.25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward i"
"resultpositive.25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward i"
"pan_day.25",0,0,1,0.212220852239561,0.0253761912049168,0,0,0.0259718675096369,-0.0452542710860744,0,0,0.001356923978484,0,0,-0.0517018142558922,1,0.212220852239561,-0.0517018142558922,"inpatient ward i"
"age.25",0,0,0.212220852239561,1,-0.0909174689372735,0,0,-0.0584099954530634,0.0493862618381744,0,0,0.00426759376372936,0,0,0.0138084959656656,0.212220852239561,1,0.0138084959656656,"inpatient ward i"
"gendermale.25",0,0,0.0253761912049168,-0.0909174689372735,0.248509763617677,0,0,0.00811921891058582,-0.0136690647482014,0,0,-0.0040082219938335,0,0,0.0232588578801935,0.0253761912049168,-0.0909174689372734,0.0232588578801935,"inpatient ward i"
"demo_groupother.adult.25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward i"
"demo_grouppatient.25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward i"
"payor_groupcommercial.25",0,0,0.0259718675096369,-0.0584099954530634,0.00811921891058582,0,0,0.245580678314491,-0.233453237410072,0,0,-0.00303186022610483,0,0,0.0874735307233363,0.0259718675096369,-0.0584099954530634,0.0874735307233363,"inpatient ward i"
"payor_groupgovernment.25",0,0,-0.0452542710860744,0.0493862618381744,-0.0136690647482014,0,0,-0.233453237410072,0.249280575539568,0,0,-0.0039568345323741,0,0,-0.0814060025806772,-0.0452542710860744,0.0493862618381744,-0.0814060025806772,"inpatient ward i"
"payor_groupmedical.assistance.25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward i"
"payor_groupother.25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward i"
"payor_groupself.pay.25",0,0,0.001356923978484,0.00426759376372936,-0.0040082219938335,0,0,-0.00303186022610483,-0.0039568345323741,0,0,0.00714285714285714,0,0,-0.00151688203566479,0.001356923978484,0.00426759376372936,-0.00151688203566479,"inpatient ward i"
"patient_classemergency.25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward i"
"patient_classoutpatient.25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward i"
"drive_thru_ind.25",0,0,-0.0517018142558922,0.0138084959656656,0.0232588578801935,0,0,0.0874735307233363,-0.0814060025806772,0,0,-0.00151688203566479,0,0,1,-0.0517018142558922,0.0138084959656656,1,"inpatient ward i"
"std_pan_day.25",0,0,1,0.212220852239561,0.0253761912049168,0,0,0.0259718675096369,-0.0452542710860744,0,0,0.001356923978484,0,0,-0.0517018142558922,1,0.212220852239561,-0.0517018142558922,"inpatient ward i"
"std_age.25",0,0,0.212220852239561,1,-0.0909174689372734,0,0,-0.0584099954530634,0.0493862618381744,0,0,0.00426759376372936,0,0,0.0138084959656656,0.212220852239561,1,0.0138084959656656,"inpatient ward i"
"std_drive_thru_ind.25",0,0,-0.0517018142558922,0.0138084959656656,0.0232588578801935,0,0,0.0874735307233363,-0.0814060025806772,0,0,-0.00151688203566479,0,0,1,-0.0517018142558922,0.0138084959656656,1,"inpatient ward i"
"resultnegative.26",0.00869565217391304,-0.00869565217391304,0.00854865136184346,-0.0147030089881937,0.0049580472921434,7.627765064836e-05,-7.627765064836e-05,-0.00404271548436308,0.00396643783371472,0,0,7.627765064836e-05,0,0,0.0029810596405291,0.00854865136184346,-0.0147030089881937,0.0029810596405291,"inpatient ward j"
"resultpositive.26",-0.00869565217391304,0.00869565217391304,-0.00854865136184346,0.0147030089881937,-0.0049580472921434,-7.627765064836e-05,7.627765064836e-05,0.00404271548436308,-0.00396643783371472,0,0,-7.627765064836e-05,0,0,-0.0029810596405291,-0.00854865136184346,0.0147030089881937,-0.0029810596405291,"inpatient ward j"
"pan_day.26",0.00854865136184346,-0.00854865136184346,1,0.233631510911397,0.0600655240424264,-0.0018526489019475,0.0018526489019475,-0.0524696635444417,0.0646706798844102,0,0,-0.0122010163399685,0,0,-0.126923633772679,1,0.233631510911397,-0.126923633772679,"inpatient ward j"
"age.26",-0.0147030089881937,0.0147030089881937,0.233631510911397,1,-0.0386015453368966,0.0392899805403572,-0.0392899805403572,0.114231069831351,-0.109264501577814,0,0,-0.00496656825353702,0,0,0.0180969584118021,0.233631510911397,1,0.0180969584118021,"inpatient ward j"
"gendermale.26",0.0049580472921434,-0.0049580472921434,0.0600655240424264,-0.0386015453368966,0.24790236460717,0.003813882532418,-0.003813882532418,-0.0530129672006102,0.0579710144927536,0,0,-0.0049580472921434,0,0,-0.0794949237474426,0.0600655240424264,-0.0386015453368966,-0.0794949237474425,"inpatient ward j"
